DEMAND_ID,PART_ID,WAREHOUSE_ID,YEAR_MONTH,DEMAND_TYPE_ACTUAL,DEMAND_QTY,FORECAST_QTY,FORECAST_ERROR_PCT,UNIT_COST_KRW,DEMAND_AMOUNT_KRW
DMD005479,PT005,WH005,2024-02,KIT,26,,,380000,9880000
DMD005480,PT005,WH006,2024-02,EMERGENCY,17,16,5.88,380000,6460000
DMD005481,PT006,WH001,2024-02,REGULAR,100,90,10.0,220000,22000000
DMD005482,PT006,WH002,2024-02,REGULAR,82,76,7.32,220000,18040000
DMD005483,PT006,WH003,2024-02,REGULAR,50,44,12.0,220000,11000000
DMD005484,PT006,WH004,2024-02,REGULAR,38,32,15.79,220000,8360000
DMD005485,PT006,WH005,2024-02,REGULAR,30,28,6.67,220000,6600000
DMD005486,PT006,WH006,2024-02,REGULAR,17,,,220000,3740000
DMD005487,PT007,WH001,2024-02,EMERGENCY,82,91,10.98,480000,39360000
DMD005488,PT007,WH002,2024-02,REGULAR,35,38,8.57,480000,16800000
DMD005489,PT007,WH003,2024-02,REGULAR,30,32,6.67,480000,14400000
DMD005490,PT007,WH004,2024-02,REGULAR,12,11,8.33,480000,5760000
DMD005491,PT007,WH005,2024-02,REGULAR,0,0,,480000,0
DMD005492,PT007,WH006,2024-02,REGULAR,5,5,0.0,480000,2400000
DMD005493,PT008,WH001,2024-02,REGULAR,0,0,,320000,0
DMD005494,PT008,WH002,2024-02,REGULAR,0,0,,320000,0
DMD005495,PT008,WH003,2024-02,REGULAR,0,0,,320000,0
DMD005496,PT008,WH004,2024-02,REGULAR,0,,,320000,0
DMD005497,PT008,WH005,2024-02,REGULAR,0,0,,320000,0
DMD005498,PT008,WH006,2024-02,REGULAR,0,0,,320000,0
DMD005499,PT009,WH001,2024-02,REGULAR,0,0,,250000,0
DMD005500,PT009,WH002,2024-02,REGULAR,0,0,,250000,0
DMD005501,PT009,WH006,2024-02,EMERGENCY,18,20,11.11,250000,4500000
DMD005502,PT009,WH007,2024-02,AS,13,,,250000,3250000
DMD005503,PT010,WH001,2024-02,REGULAR,61,64,4.92,950000,57950000
DMD005504,PT010,WH002,2024-02,REGULAR,44,43,2.27,950000,41800000
DMD005505,PT010,WH003,2024-02,REGULAR,25,,,950000,23750000
DMD005506,PT010,WH004,2024-02,REGULAR,19,16,15.79,950000,18050000
DMD005507,PT010,WH005,2024-02,REGULAR,17,,,950000,16150000
DMD005508,PT010,WH006,2024-02,REGULAR,8,7,12.5,950000,7600000
DMD005509,PT011,WH001,2024-02,REGULAR,694,794,14.41,18000,12492000
DMD005510,PT011,WH002,2024-02,REGULAR,500,537,7.4,18000,9000000
DMD005511,PT011,WH003,2024-02,REGULAR,309,293,5.18,18000,5562000
DMD005512,PT011,WH004,2024-02,REGULAR,233,,,18000,4194000
DMD005513,PT011,WH005,2024-02,REGULAR,225,214,4.89,18000,4050000
DMD005514,PT011,WH006,2024-02,REGULAR,101,111,9.9,18000,1818000
DMD005515,PT011,WH007,2024-02,REGULAR,70,77,10.0,18000,1260000
DMD005516,PT011,WH008,2024-02,REGULAR,149,,,18000,2682000
DMD005517,PT012,WH001,2024-02,EMERGENCY,809,786,2.84,12000,9708000
DMD005518,PT012,WH002,2024-02,REGULAR,664,725,9.19,12000,7968000
DMD005519,PT012,WH003,2024-02,REGULAR,350,344,1.71,12000,4200000
DMD005520,PT012,WH004,2024-02,REGULAR,304,,,12000,3648000
DMD005521,PT012,WH005,2024-02,REGULAR,263,,,12000,3156000
DMD005522,PT012,WH006,2024-02,REGULAR,128,,,12000,1536000
DMD005523,PT012,WH007,2024-02,EMERGENCY,73,66,9.59,12000,876000
DMD005524,PT012,WH008,2024-02,REGULAR,160,166,3.75,12000,1920000
DMD005525,PT013,WH001,2024-02,REGULAR,539,,,8000,4312000
DMD005526,PT013,WH002,2024-02,REGULAR,392,340,13.27,8000,3136000
DMD005527,PT013,WH003,2024-02,REGULAR,231,,,8000,1848000
DMD005528,PT013,WH004,2024-02,REGULAR,182,169,7.14,8000,1456000
DMD005529,PT013,WH005,2024-02,REGULAR,177,169,4.52,8000,1416000
DMD005530,PT013,WH006,2024-02,REGULAR,86,98,13.95,8000,688000
DMD005531,PT013,WH007,2024-02,REGULAR,49,43,12.24,8000,392000
DMD005532,PT013,WH008,2024-02,REGULAR,98,98,0.0,8000,784000
DMD005533,PT014,WH001,2024-02,REGULAR,264,298,12.88,65000,17160000
DMD005534,PT014,WH002,2024-02,REGULAR,198,187,5.56,65000,12870000
DMD005535,PT014,WH003,2024-02,REGULAR,122,,,65000,7930000
DMD005536,PT014,WH004,2024-02,REGULAR,96,100,4.17,65000,6240000
DMD005537,PT014,WH005,2024-02,REGULAR,81,,,65000,5265000
DMD005538,PT014,WH006,2024-02,REGULAR,36,,,65000,2340000
DMD005539,PT014,WH007,2024-02,REGULAR,28,27,3.57,65000,1820000
DMD005540,PT014,WH008,2024-02,REGULAR,54,45,16.67,65000,3510000
DMD005541,PT015,WH001,2024-02,REGULAR,283,,,22000,6226000
DMD005542,PT015,WH002,2024-02,REGULAR,207,187,9.66,22000,4554000
DMD005543,PT015,WH003,2024-02,REGULAR,130,129,0.77,22000,2860000
DMD005544,PT015,WH004,2024-02,REGULAR,90,99,10.0,22000,1980000
DMD005545,PT015,WH005,2024-02,REGULAR,76,85,11.84,22000,1672000
DMD005546,PT015,WH006,2024-02,REGULAR,44,49,11.36,22000,968000
DMD005547,PT015,WH007,2024-02,REGULAR,27,27,0.0,22000,594000
DMD005548,PT015,WH008,2024-02,REGULAR,52,47,9.62,22000,1144000
DMD005549,PT016,WH001,2024-02,REGULAR,167,185,10.78,95000,15865000
DMD005550,PT016,WH002,2024-02,REGULAR,122,110,9.84,95000,11590000
DMD005551,PT016,WH003,2024-02,REGULAR,76,66,13.16,95000,7220000
DMD005552,PT016,WH004,2024-02,REGULAR,59,59,0.0,95000,5605000
DMD005553,PT016,WH005,2024-02,REGULAR,50,52,4.0,95000,4750000
DMD005554,PT016,WH006,2024-02,REGULAR,27,23,14.81,95000,2565000
DMD005555,PT016,WH007,2024-02,REGULAR,17,14,17.65,95000,1615000
DMD005556,PT016,WH008,2024-02,REGULAR,37,,,95000,3515000
DMD005557,PT017,WH001,2024-02,REGULAR,341,334,2.05,48000,16368000
DMD005558,PT017,WH002,2024-02,REGULAR,242,275,13.64,48000,11616000
DMD005559,PT017,WH003,2024-02,REGULAR,127,137,7.87,48000,6096000
DMD005560,PT017,WH004,2024-02,REGULAR,103,,,48000,4944000
DMD005561,PT017,WH005,2024-02,REGULAR,93,100,7.53,48000,4464000
DMD005562,PT017,WH006,2024-02,REGULAR,47,43,8.51,48000,2256000
DMD005563,PT017,WH007,2024-02,EMERGENCY,30,31,3.33,48000,1440000
DMD005564,PT017,WH008,2024-02,EMERGENCY,61,65,6.56,48000,2928000
DMD005565,PT018,WH001,2024-02,REGULAR,267,,,78000,20826000
DMD005566,PT018,WH002,2024-02,REGULAR,172,147,14.53,78000,13416000
DMD005567,PT018,WH003,2024-02,REGULAR,105,98,6.67,78000,8190000
DMD005568,PT018,WH004,2024-02,REGULAR,80,83,3.75,78000,6240000
DMD005569,PT018,WH005,2024-02,REGULAR,72,,,78000,5616000
DMD005570,PT018,WH006,2024-02,REGULAR,36,39,8.33,78000,2808000
DMD005571,PT018,WH007,2024-02,REGULAR,26,25,3.85,78000,2028000
DMD005572,PT018,WH008,2024-02,REGULAR,49,54,10.2,78000,3822000
DMD005573,PT019,WH001,2024-02,REGULAR,209,193,7.66,55000,11495000
DMD005574,PT019,WH002,2024-02,REGULAR,179,171,4.47,55000,9845000
DMD005575,PT019,WH003,2024-02,REGULAR,107,121,13.08,55000,5885000
DMD005576,PT019,WH004,2024-02,REGULAR,77,,,55000,4235000
DMD005577,PT019,WH005,2024-02,REGULAR,64,66,3.12,55000,3520000
DMD005578,PT019,WH006,2024-02,REGULAR,33,33,0.0,55000,1815000
DMD005579,PT019,WH007,2024-02,REGULAR,23,25,8.7,55000,1265000
DMD005580,PT019,WH008,2024-02,REGULAR,48,41,14.58,55000,2640000
DMD005581,PT020,WH001,2024-02,REGULAR,281,288,2.49,42000,11802000
DMD005582,PT020,WH002,2024-02,REGULAR,195,216,10.77,42000,8190000
DMD005583,PT020,WH003,2024-02,REGULAR,128,140,9.38,42000,5376000
DMD005584,PT020,WH004,2024-02,REGULAR,93,82,11.83,42000,3906000
DMD005585,PT020,WH005,2024-02,REGULAR,82,72,12.2,42000,3444000
DMD005586,PT020,WH006,2024-02,REGULAR,42,47,11.9,42000,1764000
DMD005587,PT020,WH007,2024-02,REGULAR,27,30,11.11,42000,1134000
DMD005588,PT020,WH008,2024-02,EMERGENCY,51,46,9.8,42000,2142000
DMD005589,PT021,WH001,2024-02,REGULAR,109,,,185000,20165000
DMD005590,PT021,WH002,2024-02,REGULAR,82,91,10.98,185000,15170000
DMD005591,PT021,WH003,2024-02,REGULAR,44,44,0.0,185000,8140000
DMD005592,PT021,WH004,2024-02,REGULAR,39,42,7.69,185000,7215000
DMD005593,PT021,WH005,2024-02,REGULAR,29,28,3.45,185000,5365000
DMD005594,PT021,WH006,2024-02,REGULAR,15,16,6.67,185000,2775000
DMD005595,PT021,WH007,2024-02,REGULAR,11,,,185000,2035000
DMD005596,PT021,WH008,2024-02,REGULAR,21,18,14.29,185000,3885000
DMD005597,PT022,WH001,2024-02,EMERGENCY,153,147,3.92,68000,10404000
DMD005598,PT022,WH002,2024-02,REGULAR,109,99,9.17,68000,7412000
DMD005599,PT022,WH003,2024-02,REGULAR,63,59,6.35,68000,4284000
DMD005600,PT022,WH004,2024-02,REGULAR,49,54,10.2,68000,3332000
DMD005601,PT022,WH005,2024-02,REGULAR,38,38,0.0,68000,2584000
DMD005602,PT022,WH006,2024-02,REGULAR,21,22,4.76,68000,1428000
DMD005603,PT022,WH007,2024-02,REGULAR,14,11,21.43,68000,952000
DMD005604,PT022,WH008,2024-02,REGULAR,30,,,68000,2040000
DMD005605,PT023,WH001,2024-02,REGULAR,2494,2164,13.23,1500,3741000
DMD005606,PT023,WH002,2024-02,REGULAR,1991,1771,11.05,1500,2986500
DMD005607,PT023,WH003,2024-02,REGULAR,1171,1252,6.92,1500,1756500
DMD005608,PT023,WH004,2024-02,REGULAR,927,926,0.11,1500,1390500
DMD005609,PT023,WH005,2024-02,REGULAR,882,948,7.48,1500,1323000
DMD005610,PT023,WH006,2024-02,REGULAR,404,,,1500,606000
DMD005611,PT023,WH007,2024-02,EMERGENCY,256,218,14.84,1500,384000
DMD005612,PT023,WH008,2024-02,REGULAR,542,588,8.49,1500,813000
DMD005613,PT024,WH001,2024-02,REGULAR,845,,,8500,7182500
DMD005614,PT024,WH002,2024-02,REGULAR,612,584,4.58,8500,5202000
DMD005615,PT024,WH003,2024-02,REGULAR,351,389,10.83,8500,2983500
DMD005616,PT024,WH004,2024-02,REGULAR,309,306,0.97,8500,2626500
DMD005617,PT024,WH005,2024-02,REGULAR,234,213,8.97,8500,1989000
DMD005618,PT024,WH006,2024-02,REGULAR,136,116,14.71,8500,1156000
DMD005619,PT024,WH007,2024-02,REGULAR,89,98,10.11,8500,756500
DMD005620,PT024,WH008,2024-02,EMERGENCY,166,161,3.01,8500,1411000
DMD005621,PT025,WH001,2024-02,REGULAR,2304,2143,6.99,12000,27648000
DMD005622,PT025,WH002,2024-02,REGULAR,1691,1525,9.82,12000,20292000
DMD005623,PT025,WH003,2024-02,REGULAR,978,,,12000,11736000
DMD005624,PT025,WH004,2024-02,REGULAR,792,,,12000,9504000
DMD005625,PT025,WH005,2024-02,REGULAR,725,662,8.69,12000,8700000
DMD005626,PT025,WH006,2024-02,REGULAR,304,316,3.95,12000,3648000
DMD005627,PT025,WH007,2024-02,REGULAR,223,246,10.31,12000,2676000
DMD005628,PT025,WH008,2024-02,REGULAR,456,502,10.09,12000,5472000
DMD005629,PT026,WH001,2024-02,REGULAR,1675,1529,8.72,3500,5862500
DMD005630,PT026,WH002,2024-02,REGULAR,1287,,,3500,4504500
DMD005631,PT026,WH003,2024-02,REGULAR,735,790,7.48,3500,2572500
DMD005632,PT026,WH004,2024-02,REGULAR,654,655,0.15,3500,2289000
DMD005633,PT026,WH005,2024-02,REGULAR,547,569,4.02,3500,1914500
DMD005634,PT026,WH006,2024-02,REGULAR,256,,,3500,896000
DMD005635,PT026,WH007,2024-02,REGULAR,191,164,14.14,3500,668500
DMD005636,PT026,WH008,2024-02,REGULAR,355,,,3500,1242500
DMD005637,PT027,WH001,2024-02,EMERGENCY,4293,4690,9.25,800,3434400
DMD005638,PT027,WH002,2024-02,REGULAR,3194,,,800,2555200
DMD005639,PT027,WH003,2024-02,REGULAR,2065,1961,5.04,800,1652000
DMD005640,PT027,WH004,2024-02,REGULAR,1682,,,800,1345600
DMD005641,PT027,WH005,2024-02,REGULAR,1299,,,800,1039200
DMD005642,PT027,WH006,2024-02,REGULAR,707,700,0.99,800,565600
DMD005643,PT027,WH007,2024-02,REGULAR,446,506,13.45,800,356800
DMD005644,PT027,WH008,2024-02,REGULAR,865,845,2.31,800,692000
DMD005645,PT028,WH001,2024-02,EMERGENCY,1812,,,6000,10872000
DMD005646,PT028,WH002,2024-02,KIT,1440,1362,5.42,6000,8640000
DMD005647,PT028,WH003,2024-02,KIT,857,799,6.77,6000,5142000
DMD005648,PT028,WH004,2024-02,KIT,657,749,14.0,6000,3942000
DMD005649,PT028,WH005,2024-02,KIT,517,550,6.38,6000,3102000
DMD005650,PT028,WH006,2024-02,KIT,263,296,12.55,6000,1578000
DMD005651,PT028,WH007,2024-02,KIT,176,169,3.98,6000,1056000
DMD005652,PT028,WH008,2024-02,KIT,376,396,5.32,6000,2256000
DMD005653,PT029,WH001,2024-02,KIT,2219,2394,7.89,4500,9985500
DMD005654,PT029,WH002,2024-02,KIT,1548,,,4500,6966000
DMD005655,PT029,WH003,2024-02,KIT,942,976,3.61,4500,4239000
DMD005656,PT029,WH004,2024-02,KIT,1127,,,4500,5071500
DMD005657,PT029,WH005,2024-02,KIT,604,594,1.66,4500,2718000
DMD005658,PT029,WH006,2024-02,KIT,377,346,8.22,4500,1696500
DMD005659,PT029,WH007,2024-02,KIT,189,203,7.41,4500,850500
DMD005660,PT029,WH008,2024-02,KIT,489,507,3.68,4500,2200500
DMD005661,PT030,WH001,2024-02,REGULAR,3723,4069,9.29,2200,8190600
DMD005662,PT030,WH002,2024-02,REGULAR,2743,2389,12.91,2200,6034600
DMD005663,PT030,WH003,2024-02,REGULAR,1594,1451,8.97,2200,3506800
DMD005664,PT030,WH004,2024-02,REGULAR,1383,1401,1.3,2200,3042600
DMD005665,PT030,WH005,2024-02,REGULAR,980,894,8.78,2200,2156000
DMD005666,PT030,WH006,2024-02,REGULAR,524,,,2200,1152800
DMD005667,PT030,WH007,2024-02,REGULAR,328,315,3.96,2200,721600
DMD005668,PT030,WH008,2024-02,REGULAR,757,681,10.04,2200,1665400
DMD005669,PT001,WH001,2024-03,REGULAR,0,0,,1800000,0
DMD005670,PT001,WH002,2024-03,REGULAR,0,0,,1800000,0
DMD005671,PT001,WH003,2024-03,REGULAR,20,17,15.0,1800000,36000000
DMD005672,PT001,WH004,2024-03,REGULAR,8,8,0.0,1800000,14400000
DMD005673,PT001,WH005,2024-03,REGULAR,9,,,1800000,16200000
DMD005674,PT001,WH006,2024-03,REGULAR,0,,,1800000,0
DMD005675,PT002,WH001,2024-03,REGULAR,0,0,,2000000,0
DMD005676,PT002,WH002,2024-03,REGULAR,0,0,,2000000,0
DMD005677,PT002,WH003,2024-03,REGULAR,0,,,2000000,0
DMD005678,PT002,WH004,2024-03,REGULAR,10,11,10.0,2000000,20000000
DMD005679,PT002,WH005,2024-03,REGULAR,11,,,2000000,22000000
DMD005680,PT002,WH006,2024-03,REGULAR,0,,,2000000,0
DMD005681,PT003,WH001,2024-03,REGULAR,0,,,850000,0
DMD005682,PT003,WH002,2024-03,REGULAR,0,0,,850000,0
DMD005683,PT003,WH003,2024-03,REGULAR,0,0,,850000,0
DMD005684,PT003,WH004,2024-03,REGULAR,24,24,0.0,850000,20400000
DMD005685,PT003,WH005,2024-03,REGULAR,0,0,,850000,0
DMD005686,PT003,WH006,2024-03,REGULAR,0,0,,850000,0
DMD005687,PT004,WH001,2024-03,REGULAR,100,114,14.0,620000,62000000
DMD005688,PT004,WH002,2024-03,REGULAR,0,0,,620000,0
DMD005689,PT004,WH003,2024-03,REGULAR,0,0,,620000,0
DMD005690,PT004,WH004,2024-03,REGULAR,31,27,12.9,620000,19220000
DMD005691,PT004,WH005,2024-03,REGULAR,27,26,3.7,620000,16740000
DMD005692,PT004,WH006,2024-03,REGULAR,0,0,,620000,0
DMD005693,PT005,WH001,2024-03,KIT,84,84,0.0,380000,31920000
DMD005694,PT005,WH002,2024-03,KIT,51,51,0.0,380000,19380000
DMD005695,PT005,WH003,2024-03,EMERGENCY,33,32,3.03,380000,12540000
DMD005696,PT005,WH004,2024-03,KIT,24,,,380000,9120000
DMD005697,PT005,WH005,2024-03,KIT,22,,,380000,8360000
DMD005698,PT005,WH006,2024-03,KIT,10,9,10.0,380000,3800000
DMD005699,PT006,WH001,2024-03,EMERGENCY,144,,,220000,31680000
DMD005700,PT006,WH002,2024-03,REGULAR,110,108,1.82,220000,24200000
DMD005701,PT006,WH003,2024-03,REGULAR,59,54,8.47,220000,12980000
DMD005702,PT006,WH004,2024-03,REGULAR,53,50,5.66,220000,11660000
DMD005703,PT006,WH005,2024-03,REGULAR,41,41,0.0,220000,9020000
DMD005704,PT006,WH006,2024-03,REGULAR,23,25,8.7,220000,5060000
DMD005705,PT007,WH001,2024-03,REGULAR,96,83,13.54,480000,46080000
DMD005706,PT007,WH002,2024-03,REGULAR,0,0,,480000,0
DMD005707,PT007,WH003,2024-03,REGULAR,0,0,,480000,0
DMD005708,PT007,WH004,2024-03,REGULAR,0,0,,480000,0
DMD005709,PT007,WH005,2024-03,REGULAR,11,11,0.0,480000,5280000
DMD005710,PT007,WH006,2024-03,REGULAR,0,0,,480000,0
DMD005711,PT008,WH001,2024-03,REGULAR,56,,,320000,17920000
DMD005712,PT008,WH002,2024-03,REGULAR,0,0,,320000,0
DMD005713,PT008,WH003,2024-03,REGULAR,46,42,8.7,320000,14720000
DMD005714,PT008,WH004,2024-03,REGULAR,0,0,,320000,0
DMD005715,PT008,WH005,2024-03,REGULAR,0,0,,320000,0
DMD005716,PT008,WH006,2024-03,REGULAR,0,0,,320000,0
DMD005717,PT009,WH001,2024-03,REGULAR,0,0,,250000,0
DMD005718,PT009,WH002,2024-03,REGULAR,0,0,,250000,0
DMD005719,PT009,WH006,2024-03,REGULAR,0,,,250000,0
DMD005720,PT009,WH007,2024-03,REGULAR,0,0,,250000,0
DMD005721,PT010,WH001,2024-03,REGULAR,40,45,12.5,950000,38000000
DMD005722,PT010,WH002,2024-03,REGULAR,31,32,3.23,950000,29450000
DMD005723,PT010,WH003,2024-03,REGULAR,17,19,11.76,950000,16150000
DMD005724,PT010,WH004,2024-03,REGULAR,12,11,8.33,950000,11400000
DMD005725,PT010,WH005,2024-03,REGULAR,12,13,8.33,950000,11400000
DMD005726,PT010,WH006,2024-03,REGULAR,6,5,16.67,950000,5700000
DMD005727,PT011,WH001,2024-03,REGULAR,998,,,18000,17964000
DMD005728,PT011,WH002,2024-03,REGULAR,765,761,0.52,18000,13770000
DMD005729,PT011,WH003,2024-03,REGULAR,391,401,2.56,18000,7038000
DMD005730,PT011,WH004,2024-03,REGULAR,310,325,4.84,18000,5580000
DMD005731,PT011,WH005,2024-03,REGULAR,315,270,14.29,18000,5670000
DMD005732,PT011,WH006,2024-03,REGULAR,157,179,14.01,18000,2826000
DMD005733,PT011,WH007,2024-03,REGULAR,97,93,4.12,18000,1746000
DMD005734,PT011,WH008,2024-03,REGULAR,177,172,2.82,18000,3186000
DMD005735,PT012,WH001,2024-03,REGULAR,998,1144,14.63,12000,11976000
DMD005736,PT012,WH002,2024-03,REGULAR,883,,,12000,10596000
DMD005737,PT012,WH003,2024-03,REGULAR,509,475,6.68,12000,6108000
DMD005738,PT012,WH004,2024-03,REGULAR,409,,,12000,4908000
DMD005739,PT012,WH005,2024-03,REGULAR,299,341,14.05,12000,3588000
DMD005740,PT012,WH006,2024-03,REGULAR,164,,,12000,1968000
DMD005741,PT012,WH007,2024-03,REGULAR,101,98,2.97,12000,1212000
DMD005742,PT012,WH008,2024-03,REGULAR,212,227,7.08,12000,2544000
DMD005743,PT013,WH001,2024-03,REGULAR,772,732,5.18,8000,6176000
DMD005744,PT013,WH002,2024-03,EMERGENCY,515,480,6.8,8000,4120000
DMD005745,PT013,WH003,2024-03,EMERGENCY,302,334,10.6,8000,2416000
DMD005746,PT013,WH004,2024-03,REGULAR,242,231,4.55,8000,1936000
DMD005747,PT013,WH005,2024-03,REGULAR,200,218,9.0,8000,1600000
DMD005748,PT013,WH006,2024-03,REGULAR,105,93,11.43,8000,840000
DMD005749,PT013,WH007,2024-03,REGULAR,72,68,5.56,8000,576000
DMD005750,PT013,WH008,2024-03,REGULAR,140,133,5.0,8000,1120000
DMD005751,PT014,WH001,2024-03,REGULAR,335,,,65000,21775000
DMD005752,PT014,WH002,2024-03,REGULAR,263,287,9.13,65000,17095000
DMD005753,PT014,WH003,2024-03,REGULAR,147,162,10.2,65000,9555000
DMD005754,PT014,WH004,2024-03,REGULAR,133,151,13.53,65000,8645000
DMD005755,PT014,WH005,2024-03,REGULAR,104,,,65000,6760000
DMD005756,PT014,WH006,2024-03,REGULAR,50,57,14.0,65000,3250000
DMD005757,PT014,WH007,2024-03,REGULAR,39,39,0.0,65000,2535000
DMD005758,PT014,WH008,2024-03,EMERGENCY,67,61,8.96,65000,4355000
DMD005759,PT015,WH001,2024-03,REGULAR,397,365,8.06,22000,8734000
DMD005760,PT015,WH002,2024-03,REGULAR,291,311,6.87,22000,6402000
DMD005761,PT015,WH003,2024-03,REGULAR,186,204,9.68,22000,4092000
DMD005762,PT015,WH004,2024-03,REGULAR,128,138,7.81,22000,2816000
DMD005763,PT015,WH005,2024-03,EMERGENCY,120,113,5.83,22000,2640000
DMD005764,PT015,WH006,2024-03,EMERGENCY,64,,,22000,1408000
DMD005765,PT015,WH007,2024-03,REGULAR,38,37,2.63,22000,836000
DMD005766,PT015,WH008,2024-03,REGULAR,73,,,22000,1606000
DMD005767,PT016,WH001,2024-03,REGULAR,254,220,13.39,95000,24130000
DMD005768,PT016,WH002,2024-03,REGULAR,181,158,12.71,95000,17195000
DMD005769,PT016,WH003,2024-03,EMERGENCY,99,,,95000,9405000
DMD005770,PT016,WH004,2024-03,REGULAR,79,76,3.8,95000,7505000
DMD005771,PT016,WH005,2024-03,REGULAR,78,,,95000,7410000
DMD005772,PT016,WH006,2024-03,REGULAR,32,27,15.62,95000,3040000
DMD005773,PT016,WH007,2024-03,REGULAR,24,22,8.33,95000,2280000
DMD005774,PT016,WH008,2024-03,REGULAR,47,,,95000,4465000
DMD005775,PT017,WH001,2024-03,REGULAR,432,,,48000,20736000
DMD005776,PT017,WH002,2024-03,REGULAR,335,309,7.76,48000,16080000
DMD005777,PT017,WH003,2024-03,REGULAR,172,155,9.88,48000,8256000
DMD005778,PT017,WH004,2024-03,REGULAR,132,,,48000,6336000
DMD005779,PT017,WH005,2024-03,REGULAR,114,111,2.63,48000,5472000
DMD005780,PT017,WH006,2024-03,EMERGENCY,64,71,10.94,48000,3072000
DMD005781,PT017,WH007,2024-03,REGULAR,40,36,10.0,48000,1920000
DMD005782,PT017,WH008,2024-03,REGULAR,77,66,14.29,48000,3696000
DMD005783,PT018,WH001,2024-03,REGULAR,304,281,7.57,78000,23712000
DMD005784,PT018,WH002,2024-03,REGULAR,255,,,78000,19890000
DMD005785,PT018,WH003,2024-03,REGULAR,148,134,9.46,78000,11544000
DMD005786,PT018,WH004,2024-03,REGULAR,109,,,78000,8502000
DMD005787,PT018,WH005,2024-03,REGULAR,91,83,8.79,78000,7098000
DMD005788,PT018,WH006,2024-03,REGULAR,46,39,15.22,78000,3588000
DMD005789,PT018,WH007,2024-03,REGULAR,34,,,78000,2652000
DMD005790,PT018,WH008,2024-03,EMERGENCY,68,,,78000,5304000
DMD005791,PT019,WH001,2024-03,REGULAR,315,296,6.03,55000,17325000
DMD005792,PT019,WH002,2024-03,REGULAR,207,186,10.14,55000,11385000
DMD005793,PT019,WH003,2024-03,REGULAR,131,142,8.4,55000,7205000
DMD005794,PT019,WH004,2024-03,REGULAR,109,119,9.17,55000,5995000
DMD005795,PT019,WH005,2024-03,REGULAR,86,,,55000,4730000
DMD005796,PT019,WH006,2024-03,REGULAR,45,49,8.89,55000,2475000
DMD005797,PT019,WH007,2024-03,REGULAR,29,,,55000,1595000
DMD005798,PT019,WH008,2024-03,REGULAR,60,55,8.33,55000,3300000
DMD005799,PT020,WH001,2024-03,REGULAR,376,359,4.52,42000,15792000
DMD005800,PT020,WH002,2024-03,REGULAR,267,277,3.75,42000,11214000
DMD005801,PT020,WH003,2024-03,REGULAR,153,155,1.31,42000,6426000
DMD005802,PT020,WH004,2024-03,REGULAR,117,107,8.55,42000,4914000
DMD005803,PT020,WH005,2024-03,REGULAR,113,102,9.73,42000,4746000
DMD005804,PT020,WH006,2024-03,REGULAR,58,55,5.17,42000,2436000
DMD005805,PT020,WH007,2024-03,REGULAR,34,32,5.88,42000,1428000
DMD005806,PT020,WH008,2024-03,REGULAR,76,76,0.0,42000,3192000
DMD005807,PT021,WH001,2024-03,REGULAR,147,136,7.48,185000,27195000
DMD005808,PT021,WH002,2024-03,REGULAR,109,120,10.09,185000,20165000
DMD005809,PT021,WH003,2024-03,REGULAR,62,67,8.06,185000,11470000
DMD005810,PT021,WH004,2024-03,REGULAR,56,59,5.36,185000,10360000
DMD005811,PT021,WH005,2024-03,REGULAR,43,45,4.65,185000,7955000
DMD005812,PT021,WH006,2024-03,REGULAR,22,24,9.09,185000,4070000
DMD005813,PT021,WH007,2024-03,REGULAR,16,14,12.5,185000,2960000
DMD005814,PT021,WH008,2024-03,REGULAR,32,30,6.25,185000,5920000
DMD005815,PT022,WH001,2024-03,REGULAR,186,,,68000,12648000
DMD005816,PT022,WH002,2024-03,REGULAR,139,145,4.32,68000,9452000
DMD005817,PT022,WH003,2024-03,REGULAR,98,99,1.02,68000,6664000
DMD005818,PT022,WH004,2024-03,REGULAR,66,61,7.58,68000,4488000
DMD005819,PT022,WH005,2024-03,EMERGENCY,60,63,5.0,68000,4080000
DMD005820,PT022,WH006,2024-03,REGULAR,31,31,0.0,68000,2108000
DMD005821,PT022,WH007,2024-03,REGULAR,19,19,0.0,68000,1292000
DMD005822,PT022,WH008,2024-03,REGULAR,42,36,14.29,68000,2856000
DMD005823,PT023,WH001,2024-03,REGULAR,3859,3859,0.0,1500,5788500
DMD005824,PT023,WH002,2024-03,REGULAR,2914,2648,9.13,1500,4371000
DMD005825,PT023,WH003,2024-03,REGULAR,1467,,,1500,2200500
DMD005826,PT023,WH004,2024-03,REGULAR,1253,1242,0.88,1500,1879500
DMD005827,PT023,WH005,2024-03,REGULAR,1151,,,1500,1726500
DMD005828,PT023,WH006,2024-03,REGULAR,543,540,0.55,1500,814500
DMD005829,PT023,WH007,2024-03,REGULAR,375,334,10.93,1500,562500
DMD005830,PT023,WH008,2024-03,REGULAR,730,,,1500,1095000
DMD005831,PT024,WH001,2024-03,REGULAR,1314,1194,9.13,8500,11169000
DMD005832,PT024,WH002,2024-03,REGULAR,950,859,9.58,8500,8075000
DMD005833,PT024,WH003,2024-03,REGULAR,576,660,14.58,8500,4896000
DMD005834,PT024,WH004,2024-03,REGULAR,410,390,4.88,8500,3485000
DMD005835,PT024,WH005,2024-03,REGULAR,390,,,8500,3315000
