PRODUCTION_ID,LINE_ID,PRODUCT_ID,PRODUCTION_DATE,SHIFT,PLANNED_OUTPUT,ACTUAL_OUTPUT,UTILIZATION_RATE_PCT,OPERATION_HOURS,DOWNTIME_HOURS,DOWNTIME_REASON,YIELD_RATE_PCT
PRD-003689,LINE-06,PRD017,2023-02-03,야간,3306,3336,100.9,21.9,,,96.25
PRD-003690,LINE-06,PRD017,2023-02-04,주간,3496,3039,86.9,22.3,,,97.57
PRD-003691,LINE-06,PRD017,2023-02-05,주간,3590,936,26.1,3.9,18.5,계획정비,96.45
PRD-003692,LINE-06,PRD017,2023-02-06,주간,3477,365,10.5,2.9,20.2,계획정비,99.06
PRD-003693,LINE-06,PRD017,2023-02-07,야간,3181,2798,88.0,22.5,,,96.64
PRD-003694,LINE-06,PRD017,2023-02-08,야간,3345,3000,89.7,20.7,,,96.6
PRD-003695,LINE-06,PRD017,2023-02-09,주간,3489,3454,99.0,20.7,,,96.11
PRD-003696,LINE-06,PRD017,2023-02-10,주간,3361,3304,98.3,22.9,,,97.08
PRD-003697,LINE-06,PRD017,2023-02-11,주간,3225,3178,98.5,22.3,,,98.53
PRD-003698,LINE-06,PRD017,2023-02-12,야간,3481,3378,97.0,22.6,,,98.76
PRD-003699,LINE-06,PRD017,2023-02-13,주간,3632,3716,102.3,23.4,,,99.29
PRD-003700,LINE-06,PRD017,2023-02-14,주간,3132,2927,93.5,21.1,1.2,원자재부족,96.32
PRD-003701,LINE-06,PRD017,2023-02-15,야간,3639,3222,88.5,20.8,,,99.04
PRD-003702,LINE-06,PRD017,2023-02-16,주간,3197,2950,92.3,21.1,,,97.27
PRD-003703,LINE-06,PRD017,2023-02-17,주간,3581,3719,103.9,21.1,,,96.52
PRD-003704,LINE-06,PRD017,2023-02-18,야간,3224,3111,96.5,24.0,,,98.25
PRD-003705,LINE-06,PRD017,2023-02-19,야간,3378,3073,91.0,21.5,,,99.15
PRD-003706,LINE-06,PRD017,2023-02-20,야간,3142,3242,103.2,23.0,,,96.61
PRD-003707,LINE-06,PRD017,2023-02-21,야간,3174,3076,96.9,20.7,,,96.72
PRD-003708,LINE-06,PRD017,2023-02-22,야간,3428,3518,102.6,23.1,,,96.41
PRD-003709,LINE-06,PRD017,2023-02-23,야간,3254,2843,87.4,23.9,,,98.79
PRD-003710,LINE-06,PRD017,2023-02-24,주간,3399,3512,103.3,20.2,,,98.84
PRD-003711,LINE-06,PRD017,2023-02-25,주간,3498,3671,104.9,22.9,1.1,품질문제,99.16
PRD-003712,LINE-06,PRD017,2023-02-26,주간,3547,3287,92.7,21.2,,,99.46
PRD-003713,LINE-06,PRD017,2023-02-27,야간,3435,2928,85.2,22.9,,,96.4
PRD-003714,LINE-06,PRD017,2023-02-28,야간,3414,3184,93.3,23.7,,,99.08
PRD-003715,LINE-06,PRD017,2023-03-01,야간,3622,3534,97.6,21.4,,,98.97
PRD-003716,LINE-06,PRD017,2023-03-02,주간,3406,104,3.1,5.6,17.8,계획정비,96.49
PRD-003717,LINE-06,PRD017,2023-03-03,주간,3596,821,22.8,2.7,19.3,계획정비,96.58
PRD-003718,LINE-06,PRD017,2023-03-04,주간,3567,3718,104.2,20.5,,,97.94
PRD-003719,LINE-06,PRD017,2023-03-05,주간,3476,3335,95.9,21.5,,,98.16
PRD-003720,LINE-06,PRD017,2023-03-06,야간,3541,3542,100.0,22.0,,,96.11
PRD-003721,LINE-06,PRD018,2023-03-07,야간,3554,2641,74.3,20.9,3.0,라인전환,96.86
PRD-003722,LINE-06,PRD018,2023-03-08,주간,3636,3511,96.6,22.1,,,97.13
PRD-003723,LINE-06,PRD018,2023-03-09,야간,3633,3567,98.2,20.9,,,97.71
PRD-003724,LINE-06,PRD018,2023-03-10,야간,3088,2818,91.3,22.3,,,98.1
PRD-003725,LINE-06,PRD018,2023-03-11,주간,3322,3135,94.4,20.2,,,98.12
PRD-003726,LINE-06,PRD018,2023-03-12,주간,3516,3563,101.3,22.3,,,97.19
PRD-003727,LINE-06,PRD018,2023-03-13,야간,3575,3418,95.6,22.5,,,97.49
PRD-003728,LINE-06,PRD018,2023-03-14,야간,3461,3569,103.1,20.1,,,98.96
PRD-003729,LINE-06,PRD018,2023-03-15,야간,3123,2836,90.8,20.7,1.3,품질문제,99.2
PRD-003730,LINE-06,PRD018,2023-03-16,야간,3270,2971,90.9,23.9,,,96.82
PRD-003731,LINE-06,PRD018,2023-03-17,주간,3162,2862,90.5,21.9,,,98.55
PRD-003732,LINE-06,PRD018,2023-03-18,전일,3329,1786,53.6,17.0,5.5,설비고장,90.9
PRD-003733,LINE-06,PRD018,2023-03-19,주간,3503,3486,99.5,21.3,,,99.3
PRD-003734,LINE-06,PRD018,2023-03-20,주간,3335,3229,96.8,20.3,,,97.14
PRD-003735,LINE-06,PRD018,2023-03-21,주간,3411,3332,97.7,22.5,,,98.66
PRD-003736,LINE-06,PRD018,2023-03-22,야간,3192,3111,97.5,21.0,,,99.33
PRD-003737,LINE-06,PRD018,2023-03-23,주간,3106,208,6.7,4.1,,,97.53
PRD-003738,LINE-06,PRD018,2023-03-24,야간,3483,3616,103.8,20.6,,,97.12
PRD-003739,LINE-06,PRD018,2023-03-25,주간,3472,3187,91.8,22.7,,,97.69
PRD-003740,LINE-06,PRD018,2023-03-26,야간,3426,3197,93.3,20.5,,,96.59
PRD-003741,LINE-06,PRD018,2023-03-27,주간,3153,2930,92.9,20.8,,,96.27
PRD-003742,LINE-06,PRD018,2023-03-28,주간,3357,3154,94.0,22.6,,,99.49
PRD-003743,LINE-06,PRD018,2023-03-29,주간,3470,2978,85.8,22.8,,,97.68
PRD-003744,LINE-06,PRD018,2023-03-30,전일,3213,1899,59.1,15.2,8.3,설비고장,92.54
PRD-003745,LINE-06,PRD018,2023-03-31,야간,3245,3030,93.4,20.2,,,96.06
PRD-003746,LINE-06,PRD018,2023-04-01,주간,3343,554,16.6,2.2,,,99.18
PRD-003747,LINE-06,PRD018,2023-04-02,야간,3608,3426,95.0,23.1,,,98.99
PRD-003748,LINE-06,PRD018,2023-04-03,주간,3244,3158,97.3,20.8,,,97.76
PRD-003749,LINE-06,PRD018,2023-04-04,주간,3188,3201,100.4,20.4,1.5,원자재부족,98.01
PRD-003750,LINE-06,PRD018,2023-04-05,주간,3493,3063,87.7,20.8,,,96.29
PRD-003751,LINE-06,PRD018,2023-04-06,야간,3632,3464,95.4,23.0,0.6,계획정비,96.88
PRD-003752,LINE-06,PRD018,2023-04-07,주간,3325,715,21.5,3.3,18.7,계획정비,98.61
PRD-003753,LINE-06,PRD018,2023-04-08,야간,3609,3720,103.1,23.8,,,96.86
PRD-003754,LINE-06,PRD018,2023-04-09,주간,3553,3431,96.6,20.2,,,96.19
PRD-003755,LINE-06,PRD018,2023-04-10,주간,3600,3308,91.9,20.6,,,98.71
PRD-003756,LINE-06,PRD018,2023-04-11,주간,3514,3099,88.2,22.1,,,98.68
PRD-003757,LINE-06,PRD018,2023-04-12,야간,3584,3561,99.4,23.3,,,96.29
PRD-003758,LINE-06,PRD018,2023-04-13,야간,3503,3468,99.0,21.3,,,98.3
PRD-003759,LINE-06,PRD018,2023-04-14,주간,3514,3088,87.9,20.1,1.4,품질문제,99.06
PRD-003760,LINE-06,PRD018,2023-04-15,주간,3282,2957,90.1,23.1,,,97.64
PRD-003761,LINE-06,PRD018,2023-04-16,야간,3143,3102,98.7,21.8,2.8,원자재부족,97.48
PRD-003762,LINE-06,PRD018,2023-04-17,주간,3499,3609,103.1,20.2,,,98.33
PRD-003763,LINE-06,PRD018,2023-04-18,주간,3090,3019,97.7,21.1,,,96.15
PRD-003764,LINE-06,PRD018,2023-04-19,야간,3199,2909,90.9,22.3,2.2,설비고장,97.35
PRD-003765,LINE-06,PRD018,2023-04-20,주간,3352,3042,90.8,22.9,,,98.33
PRD-003766,LINE-06,PRD018,2023-04-21,야간,3506,3323,94.8,23.7,,,98.38
PRD-003767,LINE-06,PRD018,2023-04-22,야간,3364,3093,91.9,20.4,,,98.93
PRD-003768,LINE-06,PRD018,2023-04-23,야간,3314,3187,96.2,23.9,,,97.47
PRD-003769,LINE-06,PRD018,2023-04-24,야간,3306,2819,85.3,21.3,,,96.41
PRD-003770,LINE-06,PRD018,2023-04-25,주간,3410,3181,93.3,20.7,,,97.3
PRD-003771,LINE-06,PRD018,2023-04-26,주간,3304,3200,96.9,23.8,,,97.5
PRD-003772,LINE-06,PRD018,2023-04-27,야간,3585,3447,96.2,22.3,,,97.84
PRD-003773,LINE-06,PRD018,2023-04-28,야간,3497,3032,86.7,23.7,0.9,설비고장,96.91
PRD-003774,LINE-06,PRD018,2023-04-29,주간,3272,3149,96.2,21.7,0.5,설비고장,96.47
PRD-003775,LINE-06,PRD018,2023-04-30,주간,3296,3443,104.5,22.3,,,97.49
PRD-003776,LINE-06,PRD018,2023-05-01,야간,3280,3014,91.9,20.0,,,96.61
PRD-003777,LINE-06,PRD018,2023-05-02,야간,3190,3181,99.7,21.8,,,98.56
PRD-003778,LINE-06,PRD018,2023-05-03,주간,3073,2795,91.0,23.4,,,96.76
PRD-003779,LINE-06,PRD018,2023-05-04,전일,3505,648,18.5,6.4,16.7,설비고장,95.78
PRD-003780,LINE-06,PRD018,2023-05-05,야간,3489,3514,100.7,20.3,,,98.42
PRD-003781,LINE-06,PRD018,2023-05-06,야간,3383,3340,98.7,23.4,,,98.52
PRD-003782,LINE-06,PRD018,2023-05-07,야간,3151,2720,86.3,20.8,,,98.33
PRD-003783,LINE-06,PRD018,2023-05-08,야간,3166,3173,100.2,21.9,,,98.83
PRD-003784,LINE-06,PRD018,2023-05-09,야간,3203,3139,98.0,21.9,,,98.28
PRD-003785,LINE-06,PRD018,2023-05-10,주간,3368,3089,91.7,20.8,,,98.14
PRD-003786,LINE-06,PRD018,2023-05-11,주간,3641,3117,85.6,22.0,,,98.22
PRD-003787,LINE-06,PRD018,2023-05-12,야간,3161,2845,90.0,20.5,,,99.33
PRD-003788,LINE-06,PRD018,2023-05-13,주간,3435,2952,85.9,20.2,,,97.59
PRD-003789,LINE-06,PRD017,2023-05-14,야간,3301,2620,79.4,23.2,3.2,라인전환,97.75
PRD-003790,LINE-06,PRD017,2023-05-15,주간,3361,2970,88.4,23.6,0.8,라인전환,97.63
PRD-003791,LINE-06,PRD017,2023-05-16,주간,3302,84,2.5,5.4,17.7,계획정비,98.94
PRD-003792,LINE-06,PRD017,2023-05-17,야간,3477,3515,101.1,20.4,,,97.15
PRD-003793,LINE-06,PRD017,2023-05-18,주간,3085,3151,102.1,22.3,,,96.92
PRD-003794,LINE-06,PRD017,2023-05-19,야간,3541,3534,99.8,21.8,,,99.45
PRD-003795,LINE-06,PRD017,2023-05-20,주간,3579,986,27.5,4.1,,,98.19
PRD-003796,LINE-06,PRD017,2023-05-21,야간,3407,2957,86.8,22.4,,,98.61
PRD-003797,LINE-06,PRD017,2023-05-22,야간,3191,3157,98.9,23.8,,,98.65
PRD-003798,LINE-06,PRD017,2023-05-23,주간,3405,3088,90.7,22.5,1.5,라인전환,98.71
PRD-003799,LINE-06,PRD017,2023-05-24,야간,3355,2879,85.8,20.5,,,96.1
PRD-003800,LINE-06,PRD017,2023-05-25,주간,3482,3343,96.0,23.8,,,98.65
PRD-003801,LINE-06,PRD017,2023-05-26,주간,3318,2966,89.4,23.8,,,97.55
PRD-003802,LINE-06,PRD017,2023-05-27,야간,3640,3367,92.5,21.9,,,96.35
PRD-003803,LINE-06,PRD017,2023-05-28,주간,3305,849,25.7,4.0,19.4,계획정비,99.02
PRD-003804,LINE-06,PRD017,2023-05-29,야간,3254,3020,92.8,20.8,,,97.37
PRD-003805,LINE-06,PRD017,2023-05-30,야간,3617,2158,59.7,17.8,4.4,설비고장,93.88
PRD-003806,LINE-06,PRD017,2023-05-31,야간,3506,3342,95.3,22.1,0.9,원자재부족,99.43
PRD-003807,LINE-06,PRD017,2023-06-01,야간,3145,2844,90.4,23.1,,,98.4
PRD-003808,LINE-06,PRD017,2023-06-02,야간,3561,3582,100.6,20.5,,,98.76
PRD-003809,LINE-06,PRD017,2023-06-03,주간,3086,848,27.5,4.7,17.4,계획정비,99.24
PRD-003810,LINE-06,PRD017,2023-06-04,주간,3326,3331,100.2,22.5,,,96.99
PRD-003811,LINE-06,PRD017,2023-06-05,야간,3402,3551,104.4,20.4,,,97.32
PRD-003812,LINE-06,PRD017,2023-06-06,주간,3624,3334,92.0,23.7,,,96.89
PRD-003813,LINE-06,PRD017,2023-06-07,주간,3131,3266,104.3,20.8,,,97.05
PRD-003814,LINE-06,PRD017,2023-06-08,주간,3167,3057,96.5,23.3,,,97.57
PRD-003815,LINE-06,PRD017,2023-06-09,주간,3465,1580,45.6,7.5,15.4,설비고장,92.03
PRD-003816,LINE-06,PRD017,2023-06-10,전일,3436,1713,49.9,11.3,10.8,설비고장,96.07
PRD-003817,LINE-06,PRD017,2023-06-11,주간,3550,3029,85.3,22.3,,,97.65
PRD-003818,LINE-06,PRD017,2023-06-12,주간,3475,3088,88.9,22.0,,,96.56
PRD-003819,LINE-06,PRD017,2023-06-13,주간,3574,3623,101.4,20.7,,,96.85
PRD-003820,LINE-06,PRD017,2023-06-14,주간,3272,2983,91.2,22.2,1.1,설비고장,96.27
PRD-003821,LINE-06,PRD017,2023-06-15,야간,3549,3304,93.1,22.0,,,99.46
PRD-003822,LINE-06,PRD017,2023-06-16,주간,3511,3598,102.5,23.7,,,99.44
PRD-003823,LINE-06,PRD017,2023-06-17,주간,3277,3194,97.5,21.0,,,96.73
PRD-003824,LINE-06,PRD017,2023-06-18,주간,3135,3211,102.4,21.1,,,98.32
PRD-003825,LINE-06,PRD017,2023-06-19,야간,3340,2965,88.8,21.1,,,97.67
PRD-003826,LINE-06,PRD017,2023-06-20,야간,3250,2911,89.6,23.1,,,98.52
PRD-003827,LINE-06,PRD017,2023-06-21,야간,3370,2963,87.9,20.6,,,98.95
PRD-003828,LINE-06,PRD017,2023-06-22,주간,3542,3269,92.3,23.0,0.8,계획정비,97.67
PRD-003829,LINE-06,PRD017,2023-06-23,야간,3336,3026,90.7,22.0,1.4,계획정비,98.63
PRD-003830,LINE-06,PRD017,2023-06-24,주간,3385,3218,95.1,24.0,,,96.78
PRD-003831,LINE-06,PRD017,2023-06-25,야간,3351,3189,95.2,20.2,,,97.05
PRD-003832,LINE-06,PRD017,2023-06-26,주간,3563,3582,100.5,21.0,,,99.1
PRD-003833,LINE-06,PRD017,2023-06-27,야간,3267,2983,91.3,22.9,,,99.28
PRD-003834,LINE-06,PRD017,2023-06-28,주간,3380,2878,85.1,23.2,,,99.48
PRD-003835,LINE-06,PRD017,2023-06-29,야간,3289,3233,98.3,23.1,,,98.41
PRD-003836,LINE-06,PRD017,2023-06-30,야간,3624,3262,90.0,22.9,,,99.12
PRD-003837,LINE-06,PRD017,2023-07-01,야간,3392,3325,98.0,21.9,,,98.63
PRD-003838,LINE-06,PRD017,2023-07-02,주간,3642,3233,88.8,23.2,,,98.53
PRD-003839,LINE-06,PRD017,2023-07-03,주간,3529,1019,28.9,5.7,16.9,계획정비,96.49
PRD-003840,LINE-06,PRD017,2023-07-04,주간,3405,3485,102.3,23.6,,,97.2
PRD-003841,LINE-06,PRD017,2023-07-05,주간,3425,3129,91.4,20.3,,,96.18
PRD-003842,LINE-06,PRD017,2023-07-06,주간,3593,341,9.5,10.0,13.6,설비고장,94.01
PRD-003843,LINE-06,PRD017,2023-07-07,야간,3506,3647,104.0,21.8,,,98.78
PRD-003844,LINE-06,PRD017,2023-07-08,야간,3184,3202,100.6,20.2,,,98.98
PRD-003845,LINE-06,PRD017,2023-07-09,야간,3432,3121,90.9,20.2,,,98.88
PRD-003846,LINE-06,PRD017,2023-07-10,야간,3169,687,21.7,6.5,16.3,설비고장,93.86
PRD-003847,LINE-06,PRD017,2023-07-11,야간,3300,2966,89.9,21.5,0.9,계획정비,99.39
PRD-003848,LINE-06,PRD017,2023-07-12,야간,3191,3280,102.8,22.4,,,98.83
PRD-003849,LINE-06,PRD017,2023-07-13,주간,3435,3217,93.7,21.0,,,96.78
PRD-003850,LINE-06,PRD017,2023-07-14,주간,3126,3103,99.3,21.6,,,97.31
PRD-003851,LINE-06,PRD017,2023-07-15,주간,3280,2996,91.3,21.2,2.1,계획정비,98.15
PRD-003852,LINE-06,PRD017,2023-07-16,주간,3274,3283,100.3,22.5,,,97.84
PRD-003853,LINE-06,PRD017,2023-07-17,주간,3637,3393,93.3,23.0,,,96.64
PRD-003854,LINE-06,PRD017,2023-07-18,야간,3412,3334,97.7,21.0,,,96.7
PRD-003855,LINE-06,PRD017,2023-07-19,주간,3486,3584,102.8,23.6,,,99.38
PRD-003856,LINE-06,PRD017,2023-07-20,주간,3237,3390,104.7,23.4,0.7,품질문제,96.2
PRD-003857,LINE-06,PRD017,2023-07-21,야간,3374,2999,88.9,23.0,,,96.05
PRD-003858,LINE-06,PRD018,2023-07-22,주간,3507,2884,82.2,21.0,3.3,라인전환,99.47
PRD-003859,LINE-06,PRD018,2023-07-23,야간,3321,2885,86.9,20.9,,,96.7
PRD-003860,LINE-06,PRD018,2023-07-24,야간,3403,3108,91.3,22.9,1.9,라인전환,98.43
PRD-003861,LINE-06,PRD018,2023-07-25,전일,3523,1073,30.5,16.6,7.3,설비고장,95.08
PRD-003862,LINE-06,PRD018,2023-07-26,야간,3151,3210,101.9,22.2,2.5,계획정비,98.13
PRD-003863,LINE-06,PRD018,2023-07-27,야간,3203,3178,99.2,23.0,,,96.81
PRD-003864,LINE-06,PRD018,2023-07-28,야간,3627,3627,100.0,20.2,,,97.7
PRD-003865,LINE-06,PRD018,2023-07-29,야간,3210,2876,89.6,21.2,,,99.26
PRD-003866,LINE-06,PRD018,2023-07-30,야간,3298,2972,90.1,20.6,,,98.65
PRD-003867,LINE-06,PRD018,2023-07-31,주간,3201,25,0.8,3.6,19.9,계획정비,96.34
PRD-003868,LINE-06,PRD018,2023-08-01,주간,3098,2604,84.1,21.3,2.6,라인전환,98.99
PRD-003869,LINE-06,PRD018,2023-08-02,주간,3253,543,16.7,5.6,,,96.6
PRD-003870,LINE-06,PRD018,2023-08-03,주간,3401,2804,82.4,22.8,,,97.7
PRD-003871,LINE-06,PRD018,2023-08-04,주간,3187,244,7.7,3.6,19.0,계획정비,97.76
PRD-003872,LINE-06,PRD018,2023-08-05,야간,3352,2749,82.0,23.1,,,97.42
PRD-003873,LINE-06,PRD018,2023-08-06,주간,3198,2723,85.1,23.1,,,98.78
PRD-003874,LINE-06,PRD018,2023-08-07,주간,3393,2992,88.2,21.7,,,97.75
PRD-003875,LINE-06,PRD018,2023-08-08,야간,3148,2770,88.0,20.0,,,96.86
PRD-003876,LINE-06,PRD018,2023-08-09,야간,3150,2815,89.4,21.9,,,96.46
PRD-003877,LINE-06,PRD018,2023-08-10,주간,3238,2865,88.5,20.9,,,97.5
PRD-003878,LINE-06,PRD018,2023-08-11,주간,3336,2700,80.9,21.0,,,97.35
PRD-003879,LINE-06,PRD018,2023-08-12,주간,3578,3137,87.7,20.0,,,98.67
PRD-003880,LINE-06,PRD018,2023-08-13,야간,3150,2867,91.0,20.2,,,99.44
PRD-003881,LINE-06,PRD018,2023-08-14,주간,3393,2945,86.8,21.2,,,96.33
PRD-003882,LINE-06,PRD018,2023-08-15,야간,3486,3018,86.6,21.1,,,98.35
PRD-003883,LINE-06,PRD018,2023-08-16,주간,3093,2851,92.2,22.3,,,97.87
PRD-003884,LINE-06,PRD018,2023-08-17,야간,3528,3392,96.1,22.3,,,96.82
PRD-003885,LINE-06,PRD018,2023-08-18,야간,3090,2530,81.9,20.1,,,99.18
PRD-003886,LINE-06,PRD018,2023-08-19,주간,3127,2474,79.1,21.2,2.2,품질문제,97.5
PRD-003887,LINE-06,PRD018,2023-08-20,주간,3564,1950,54.7,16.6,6.4,설비고장,95.14
PRD-003888,LINE-06,PRD018,2023-08-21,주간,3316,3156,95.2,21.5,,,96.63
PRD-003889,LINE-06,PRD018,2023-08-22,야간,3112,2451,78.8,21.8,,,98.5
PRD-003890,LINE-06,PRD018,2023-08-23,주간,3293,3065,93.1,22.2,2.9,라인전환,98.94
PRD-003891,LINE-06,PRD018,2023-08-24,주간,3365,3195,94.9,21.0,,,98.04
PRD-003892,LINE-06,PRD018,2023-08-25,전일,3377,202,6.0,8.9,13.1,설비고장,95.01
PRD-003893,LINE-06,PRD018,2023-08-26,주간,3107,2884,92.8,21.8,,,96.43
PRD-003894,LINE-06,PRD018,2023-08-27,주간,3631,2854,78.6,21.7,,,96.89
PRD-003895,LINE-06,PRD018,2023-08-28,주간,3503,2740,78.2,23.0,,,98.75
PRD-003896,LINE-06,PRD018,2023-08-29,주간,3209,1658,51.7,4.7,,,96.72
PRD-003897,LINE-06,PRD018,2023-08-30,야간,3373,2737,81.1,23.0,,,97.59
PRD-003898,LINE-06,PRD018,2023-08-31,주간,3481,3090,88.8,23.6,,,98.79
PRD-003899,LINE-06,PRD018,2023-09-01,야간,3308,3229,97.6,24.0,,,99.29
PRD-003900,LINE-06,PRD018,2023-09-02,주간,3613,3770,104.3,23.8,,,96.23
PRD-003901,LINE-06,PRD018,2023-09-03,주간,3501,3075,87.8,23.2,,,97.73
PRD-003902,LINE-06,PRD018,2023-09-04,야간,3073,3002,97.7,21.2,,,96.07
PRD-003903,LINE-06,PRD018,2023-09-05,주간,3105,2821,90.9,23.6,,,97.39
PRD-003904,LINE-06,PRD018,2023-09-06,주간,3647,3419,93.7,23.5,,,98.47
PRD-003905,LINE-06,PRD018,2023-09-07,야간,3498,3201,91.5,23.5,,,96.62
PRD-003906,LINE-06,PRD018,2023-09-08,주간,3600,3555,98.8,22.0,,,97.7
PRD-003907,LINE-06,PRD018,2023-09-09,야간,3570,3640,102.0,20.1,,,97.09
PRD-003908,LINE-06,PRD018,2023-09-10,야간,3205,2767,86.3,24.0,,,97.69
PRD-003909,LINE-06,PRD018,2023-09-11,주간,3234,782,24.2,6.0,,,99.43
PRD-003910,LINE-06,PRD018,2023-09-12,야간,3595,3286,91.4,20.1,,,97.38
PRD-003911,LINE-06,PRD018,2023-09-13,야간,3476,3560,102.4,20.9,,,96.54
PRD-003912,LINE-06,PRD018,2023-09-14,주간,3540,458,12.9,3.8,19.4,계획정비,97.13
PRD-003913,LINE-06,PRD018,2023-09-15,주간,3174,2797,88.1,22.8,,,97.98
PRD-003914,LINE-06,PRD018,2023-09-16,야간,3167,3304,104.3,23.7,,,98.33
PRD-003915,LINE-06,PRD018,2023-09-17,야간,3629,3107,85.6,21.8,,,96.78
PRD-003916,LINE-06,PRD018,2023-09-18,야간,3508,3622,103.2,21.2,,,97.3
PRD-003917,LINE-06,PRD018,2023-09-19,야간,3089,2632,85.2,22.7,,,96.03
PRD-003918,LINE-06,PRD018,2023-09-20,야간,3301,975,29.5,8.1,15.6,설비고장,89.72
PRD-003919,LINE-06,PRD018,2023-09-21,주간,3386,3172,93.7,23.7,,,97.39
PRD-003920,LINE-06,PRD018,2023-09-22,주간,3320,2845,85.7,21.3,,,97.28
PRD-003921,LINE-06,PRD018,2023-09-23,주간,3620,3131,86.5,21.9,,,98.06
PRD-003922,LINE-06,PRD018,2023-09-24,야간,3171,3204,101.0,23.1,,,99.04
PRD-003923,LINE-06,PRD018,2023-09-25,주간,3110,927,29.8,3.7,20.0,계획정비,96.69
PRD-003924,LINE-06,PRD018,2023-09-26,주간,3465,2998,86.5,23.8,,,97.51
PRD-003925,LINE-06,PRD018,2023-09-27,야간,3153,3214,101.9,23.6,,,96.14
PRD-003926,LINE-06,PRD018,2023-09-28,주간,3641,3172,87.1,20.7,,,96.25
PRD-003927,LINE-06,PRD018,2023-09-29,야간,3518,3381,96.1,21.0,,,99.32
PRD-003928,LINE-06,PRD018,2023-09-30,주간,3569,3552,99.5,23.2,,,97.8
PRD-003929,LINE-06,PRD018,2023-10-01,주간,3372,2878,85.3,21.3,,,99.46
PRD-003930,LINE-06,PRD017,2023-10-02,주간,3196,683,21.4,2.1,19.9,계획정비,97.94
PRD-003931,LINE-06,PRD017,2023-10-03,야간,3637,3608,99.2,23.8,,,98.88
PRD-003932,LINE-06,PRD017,2023-10-04,주간,3625,3645,100.6,20.4,,,97.99
PRD-003933,LINE-06,PRD017,2023-10-05,야간,3625,3135,86.5,23.6,,,98.9
PRD-003934,LINE-06,PRD017,2023-10-06,야간,3478,3459,99.5,22.3,,,97.39
PRD-003935,LINE-06,PRD017,2023-10-07,야간,3537,3446,97.4,22.3,,,97.12
PRD-003936,LINE-06,PRD017,2023-10-08,주간,3568,3138,87.9,20.9,,,96.91
PRD-003937,LINE-06,PRD017,2023-10-09,주간,3357,3458,103.0,23.0,,,97.72
PRD-003938,LINE-06,PRD017,2023-10-10,야간,3236,3122,96.5,23.4,,,99.24
PRD-003939,LINE-06,PRD017,2023-10-11,주간,3129,2829,90.4,22.1,2.3,라인전환,99.07
PRD-003940,LINE-06,PRD017,2023-10-12,주간,3559,3041,85.4,24.0,,,99.43
PRD-003941,LINE-06,PRD017,2023-10-13,주간,3179,2764,86.9,22.7,,,98.85
PRD-003942,LINE-06,PRD017,2023-10-14,주간,3300,3137,95.1,22.8,,,96.7
PRD-003943,LINE-06,PRD017,2023-10-15,야간,3198,520,16.3,15.8,6.8,설비고장,92.26
PRD-003944,LINE-06,PRD017,2023-10-16,야간,3171,2970,93.7,21.5,,,96.62
PRD-003945,LINE-06,PRD017,2023-10-17,주간,3336,3294,98.7,21.0,,,96.29
PRD-003946,LINE-06,PRD017,2023-10-18,야간,3142,2800,89.1,23.9,,,97.65
PRD-003947,LINE-06,PRD017,2023-10-19,주간,3593,1688,47.0,16.5,7.5,설비고장,95.75
PRD-003948,LINE-06,PRD017,2023-10-20,주간,3396,3133,92.3,20.5,,,98.65
PRD-003949,LINE-06,PRD017,2023-10-21,야간,3456,3129,90.5,22.8,,,96.11
PRD-003950,LINE-06,PRD017,2023-10-22,야간,3495,3057,87.5,23.4,,,99.38
PRD-003951,LINE-06,PRD017,2023-10-23,야간,3315,3140,94.7,21.9,,,96.48
PRD-003952,LINE-06,PRD017,2023-10-24,주간,3574,3248,90.9,22.0,,,97.64
PRD-003953,LINE-06,PRD017,2023-10-25,야간,3528,3452,97.8,21.9,,,98.17
PRD-003954,LINE-06,PRD017,2023-10-26,주간,3502,3174,90.6,21.3,,,99.29
PRD-003955,LINE-06,PRD017,2023-10-27,야간,3279,3288,100.3,21.8,,,97.6
PRD-003956,LINE-06,PRD017,2023-10-28,전일,3645,1439,39.5,11.4,11.9,설비고장,88.84
PRD-003957,LINE-06,PRD017,2023-10-29,주간,3202,2964,92.6,22.3,,,98.68
PRD-003958,LINE-06,PRD017,2023-10-30,야간,3173,3194,100.7,21.8,,,98.19
PRD-003959,LINE-06,PRD017,2023-10-31,야간,3454,3482,100.8,21.8,,,99.08
PRD-003960,LINE-06,PRD017,2023-11-01,야간,3465,3068,88.5,21.0,,,96.19
PRD-003961,LINE-06,PRD017,2023-11-02,야간,3313,3256,98.3,22.4,,,98.61
PRD-003962,LINE-06,PRD017,2023-11-03,야간,3111,3262,104.9,20.9,,,99.22
PRD-003963,LINE-06,PRD017,2023-11-04,야간,3485,3506,100.6,23.9,,,98.46
PRD-003964,LINE-06,PRD017,2023-11-05,야간,3324,2978,89.6,23.8,2.0,계획정비,96.75
PRD-003965,LINE-06,PRD017,2023-11-06,야간,3599,3479,96.7,21.2,,,99.3
PRD-003966,LINE-06,PRD017,2023-11-07,주간,3479,3342,96.1,23.2,,,96.07
PRD-003967,LINE-06,PRD017,2023-11-08,주간,3089,1375,44.5,11.1,,,91.75
PRD-003968,LINE-06,PRD017,2023-11-09,주간,3353,589,17.6,2.4,19.9,계획정비,98.69
