DELAY_ID,DELIVERY_ID,VEHICLE_ID,ROUTE_ID,DELAY_DATE,SCHEDULED_ARRIVAL,ACTUAL_ARRIVAL,DELAY_MINUTES,DELAY_CAUSE,SEVERITY,CUSTOMER_COMPLAINT,COMPENSATION_KRW,RESOLUTION_STATUS
DLY002296,DLV0013923,VHC014,RTE003,2024-09-03,03:32,07:44,252,설비고장,SEVERE,Y,5000,RESOLVED
DLY002297,DLV0001890,VHC019,RTE003,2023-03-22,03:38,04:46,68,집하지연,MODERATE,Y,,PENDING
DLY002298,DLV0015575,VHC005,RTE010,2024-11-17,08:45,09:27,42,인력부족,MODERATE,N,,RESOLVED
DLY002299,DLV0004144,VHC022,RTE008,2023-06-28,11:59,12:12,13,인력부족,MINOR,N,,RESOLVED
DLY002300,DLV0009733,VHC013,RTE008,2024-03-04,09:03,11:05,122,사고,SEVERE,Y,20000,PENDING
DLY002301,DLV0013243,VHC016,RTE019,2024-08-04,11:21,11:30,9,교통체증,MINOR,Y,2000,PENDING
DLY002302,DLV0011992,VHC015,RTE001,2024-06-12,04:47,05:00,13,교통체증,MINOR,N,,PENDING
DLY002303,DLV0006077,VHC018,RTE015,2023-09-22,15:42,,60,교통체증,MODERATE,Y,2000,ESCALATED
DLY002304,DLV0003241,VHC020,RTE005,2023-05-20,09:54,,45,교통체증,MODERATE,N,,ESCALATED
DLY002305,DLV0012629,VHC010,RTE012,2024-07-09,11:21,13:59,158,사고,SEVERE,Y,20000,RESOLVED
DLY002306,DLV0006776,VHC004,RTE009,2023-10-23,07:10,07:44,34,날씨,MODERATE,Y,,PENDING
DLY002307,DLV0007164,VHC016,RTE006,2023-11-11,08:01,08:23,22,날씨,MINOR,N,,PENDING
DLY002308,DLV0007080,VHC011,RTE008,2023-11-06,12:06,12:18,12,수취인부재,MINOR,N,,PENDING
DLY002309,DLV0000869,VHC014,RTE014,2023-02-07,15:33,15:44,11,설비고장,MINOR,Y,,ESCALATED
DLY002310,DLV0004411,VHC002,RTE009,2023-07-10,07:15,,16,날씨,MINOR,N,,RESOLVED
DLY002311,DLV0005339,VHC023,RTE012,2023-08-20,12:46,13:09,23,설비고장,MINOR,N,,RESOLVED
DLY002312,DLV0009364,VHC007,RTE004,2024-02-16,01:26,03:08,102,교통체증,MODERATE,Y,1000,RESOLVED
DLY002313,DLV0003207,VHC010,RTE019,2023-05-19,14:09,19:26,317,인력부족,SEVERE,Y,20000,PENDING
DLY002314,DLV0016126,VHC020,RTE012,2024-12-10,12:43,16:53,250,수취인부재,SEVERE,Y,10000,RESOLVED
DLY002315,DLV0007996,VHC013,RTE016,2023-12-18,02:30,,262,수취인부재,SEVERE,Y,15000,ESCALATED
DLY002316,DLV0005475,VHC001,RTE017,2023-08-26,21:06,21:28,22,집하지연,MINOR,N,,RESOLVED
DLY002317,DLV0013188,VHC014,RTE013,2024-08-02,11:51,12:30,39,날씨,MODERATE,N,,PENDING
DLY002318,DLV0013387,VHC003,RTE006,2024-08-10,07:49,13:08,319,교통체증,SEVERE,Y,3000,ESCALATED
DLY002319,DLV0004431,VHC012,RTE001,2023-07-11,04:33,06:07,94,교통체증,MODERATE,N,,RESOLVED
DLY002320,DLV0001123,VHC010,RTE019,2023-02-17,12:45,13:13,28,수취인부재,MINOR,N,,RESOLVED
DLY002321,DLV0010008,VHC007,RTE013,2024-03-17,11:06,11:18,12,교통체증,MINOR,N,,RESOLVED
DLY002322,DLV0002453,VHC021,RTE005,2023-04-16,07:36,07:55,19,교통체증,MINOR,N,,RESOLVED
DLY002323,DLV0008325,VHC023,RTE004,2024-01-01,01:04,02:12,68,날씨,MODERATE,Y,3000,PENDING
DLY002324,DLV0000540,VHC003,RTE012,2023-01-23,11:41,12:06,25,집하지연,MINOR,N,,RESOLVED
DLY002325,DLV0012233,VHC024,RTE002,2024-06-23,02:51,03:38,47,교통체증,MODERATE,Y,5000,RESOLVED
DLY002326,DLV0000891,VHC017,RTE007,2023-02-07,08:52,09:00,8,교통체증,MINOR,N,,ESCALATED
DLY002327,DLV0007022,VHC004,RTE016,2023-11-04,04:24,07:49,205,날씨,SEVERE,Y,20000,RESOLVED
DLY002328,DLV0007253,VHC018,RTE008,2023-11-15,08:41,,71,수취인부재,MODERATE,N,,RESOLVED
DLY002329,DLV0005384,VHC002,RTE004,2023-08-22,01:34,,13,교통체증,MINOR,N,,RESOLVED
DLY002330,DLV0005906,VHC017,RTE005,2023-09-14,07:33,08:23,50,날씨,MODERATE,N,,RESOLVED
DLY002331,DLV0009128,VHC021,RTE015,2024-02-07,12:45,12:56,11,교통체증,MINOR,N,,PENDING
DLY002332,DLV0003628,VHC023,RTE012,2023-06-05,14:24,15:24,60,사고,MODERATE,N,,RESOLVED
DLY002333,DLV0009599,VHC012,RTE016,2024-02-27,00:33,01:11,38,날씨,MODERATE,N,,RESOLVED
DLY002334,DLV0014195,VHC010,RTE003,2024-09-15,02:13,02:23,10,날씨,MINOR,N,,ESCALATED
DLY002335,DLV0004103,VHC017,RTE003,2023-06-26,03:01,04:06,65,날씨,MODERATE,Y,,RESOLVED
DLY002336,DLV0012561,VHC002,RTE009,2024-07-06,06:50,09:54,184,날씨,SEVERE,Y,15000,RESOLVED
DLY002337,DLV0008201,VHC001,RTE011,2023-12-26,07:13,08:36,83,교통체증,MODERATE,Y,3000,RESOLVED
DLY002338,DLV0009874,VHC025,RTE014,2024-03-11,14:25,14:31,6,날씨,MINOR,N,,RESOLVED
DLY002339,DLV0002422,VHC002,RTE011,2023-04-15,11:54,12:22,28,집하지연,MINOR,N,,RESOLVED
DLY002340,DLV0010295,VHC013,RTE011,2024-03-30,10:56,11:49,53,날씨,MODERATE,N,,PENDING
DLY002341,DLV0011962,VHC001,RTE006,2024-06-11,08:01,08:18,17,사고,MINOR,N,,PENDING
DLY002342,DLV0009395,VHC024,RTE017,2024-02-17,21:38,22:45,67,사고,MODERATE,N,,PENDING
DLY002343,DLV0013050,VHC010,RTE004,2024-07-26,01:50,02:17,27,설비고장,MINOR,N,,RESOLVED
DLY002344,DLV0014973,VHC003,RTE003,2024-10-21,02:20,02:26,6,설비고장,MINOR,N,,RESOLVED
DLY002345,DLV0010164,VHC023,RTE017,2024-03-23,22:45,00:03,78,사고,MODERATE,Y,,PENDING
DLY002346,DLV0007926,VHC015,RTE017,2023-12-16,19:34,20:03,29,수취인부재,MINOR,Y,,RESOLVED
DLY002347,DLV0005924,VHC012,RTE005,2023-09-15,11:15,13:06,111,날씨,MODERATE,N,,RESOLVED
DLY002348,DLV0014868,VHC008,RTE008,2024-10-16,08:23,09:33,70,날씨,MODERATE,Y,,RESOLVED
DLY002349,DLV0012118,VHC011,RTE019,2024-06-17,11:05,12:10,65,사고,MODERATE,Y,,RESOLVED
DLY002350,DLV0004744,VHC006,RTE010,2023-07-23,08:53,10:59,126,교통체증,SEVERE,Y,20000,RESOLVED
DLY002351,DLV0015918,VHC023,RTE011,2024-12-01,10:40,10:49,9,날씨,MINOR,N,,ESCALATED
DLY002352,DLV0007634,VHC019,RTE016,2023-12-02,03:54,05:24,90,날씨,MODERATE,Y,1000,PENDING
DLY002353,DLV0006141,VHC001,RTE013,2023-09-25,14:03,,77,사고,MODERATE,Y,1000,RESOLVED
DLY002354,DLV0013725,VHC008,RTE009,2024-08-25,08:07,08:23,16,교통체증,MINOR,N,,PENDING
DLY002355,DLV0010452,VHC001,RTE003,2024-04-06,03:24,,90,교통체증,MODERATE,Y,5000,RESOLVED
DLY002356,DLV0009415,VHC016,RTE005,2024-02-18,09:35,11:14,99,날씨,MODERATE,Y,2000,PENDING
DLY002357,DLV0000458,VHC024,RTE001,2023-01-20,03:42,05:23,101,사고,MODERATE,N,,RESOLVED
DLY002358,DLV0009018,VHC011,RTE011,2024-02-02,10:07,,22,날씨,MINOR,N,,RESOLVED
DLY002359,DLV0008697,VHC002,RTE001,2024-01-18,04:08,04:20,12,사고,MINOR,N,,RESOLVED
DLY002360,DLV0000893,VHC023,RTE014,2023-02-07,14:43,14:51,8,사고,MINOR,N,,RESOLVED
DLY002361,DLV0007737,VHC017,RTE019,2023-12-07,14:10,15:12,62,날씨,MODERATE,N,,RESOLVED
DLY002362,DLV0014327,VHC005,RTE003,2024-09-21,03:52,04:10,18,사고,MINOR,N,,PENDING
DLY002363,DLV0005920,VHC001,RTE015,2023-09-15,11:48,13:31,103,교통체증,MODERATE,N,,RESOLVED
DLY002364,DLV0003726,VHC022,RTE010,2023-06-10,06:44,07:10,26,수취인부재,MINOR,N,,RESOLVED
DLY002365,DLV0004983,VHC018,RTE016,2023-08-03,03:38,,46,교통체증,MODERATE,Y,3000,RESOLVED
DLY002366,DLV0009892,VHC015,RTE007,2024-03-11,11:52,13:15,83,사고,MODERATE,Y,2000,RESOLVED
DLY002367,DLV0007812,VHC011,RTE015,2023-12-11,15:51,16:42,51,교통체증,MODERATE,Y,3000,RESOLVED
DLY002368,DLV0005852,VHC007,RTE004,2023-09-12,00:37,01:26,49,교통체증,MODERATE,N,,RESOLVED
DLY002369,DLV0003941,VHC013,RTE003,2023-06-20,02:46,08:19,333,날씨,SEVERE,Y,5000,PENDING
DLY002370,DLV0002081,VHC011,RTE009,2023-03-30,09:50,10:00,10,집하지연,MINOR,N,,RESOLVED
DLY002371,DLV0004211,VHC023,RTE009,2023-07-01,11:44,12:02,18,교통체증,MINOR,N,,RESOLVED
DLY002372,DLV0010244,VHC016,RTE016,2024-03-27,02:18,03:23,65,집하지연,MODERATE,N,,RESOLVED
DLY002373,DLV0015444,VHC013,RTE017,2024-11-10,22:03,22:31,28,날씨,MINOR,N,,RESOLVED
DLY002374,DLV0008238,VHC018,RTE012,2023-12-28,11:33,11:46,13,수취인부재,MINOR,N,,PENDING
DLY002375,DLV0014003,VHC023,RTE019,2024-09-06,14:09,15:04,55,날씨,MODERATE,Y,,RESOLVED
DLY002376,DLV0014628,VHC022,RTE015,2024-10-05,12:18,12:31,13,사고,MINOR,N,,RESOLVED
DLY002377,DLV0006139,VHC001,RTE010,2023-09-25,07:33,12:17,284,설비고장,SEVERE,Y,10000,RESOLVED
DLY002378,DLV0015528,VHC021,RTE013,2024-11-14,12:30,12:40,10,사고,MINOR,N,,RESOLVED
DLY002379,DLV0003793,VHC014,RTE004,2023-06-13,23:34,,20,교통체증,MINOR,N,,RESOLVED
DLY002380,DLV0002010,VHC015,RTE007,2023-03-27,11:03,11:18,15,설비고장,MINOR,N,,RESOLVED
DLY002381,DLV0013976,VHC017,RTE005,2024-09-05,09:52,09:58,6,사고,MINOR,N,,RESOLVED
DLY002382,DLV0008631,VHC022,RTE017,2024-01-15,19:13,20:05,52,날씨,MODERATE,Y,2000,RESOLVED
DLY002383,DLV0005187,VHC022,RTE002,2023-08-11,00:37,01:02,25,사고,MINOR,N,,ESCALATED
DLY002384,DLV0015383,VHC020,RTE002,2024-11-08,02:25,02:52,27,교통체증,MINOR,N,,PENDING
DLY002385,DLV0010762,VHC012,RTE008,2024-04-19,11:57,12:13,16,설비고장,MINOR,N,,ESCALATED
DLY002386,DLV0006007,VHC007,RTE015,2023-09-19,14:22,15:33,71,날씨,MODERATE,N,,RESOLVED
DLY002387,DLV0006579,VHC001,RTE001,2023-10-15,04:19,04:46,27,교통체증,MINOR,N,,RESOLVED
DLY002388,DLV0011257,VHC006,RTE003,2024-05-10,02:26,04:04,98,인력부족,MODERATE,Y,,ESCALATED
DLY002389,DLV0015815,VHC006,RTE013,2024-11-27,11:59,12:08,9,집하지연,MINOR,N,,RESOLVED
DLY002390,DLV0007596,VHC012,RTE002,2023-12-01,01:14,02:53,99,날씨,MODERATE,N,,RESOLVED
DLY002391,DLV0009174,VHC023,RTE004,2024-02-09,23:36,01:19,103,날씨,MODERATE,N,,RESOLVED
DLY002392,DLV0005089,VHC006,RTE008,2023-08-07,10:45,13:04,139,설비고장,SEVERE,Y,3000,RESOLVED
DLY002393,DLV0011048,VHC023,RTE002,2024-04-30,00:38,02:09,91,집하지연,MODERATE,Y,3000,ESCALATED
DLY002394,DLV0000988,VHC019,RTE015,2023-02-12,14:47,14:52,5,날씨,MINOR,N,,RESOLVED
DLY002395,DLV0016536,VHC024,RTE016,2024-12-26,03:04,04:50,106,날씨,MODERATE,N,,RESOLVED
DLY002396,DLV0005443,VHC014,RTE009,2023-08-25,11:20,,52,수취인부재,MODERATE,N,,ESCALATED
DLY002397,DLV0003079,VHC007,RTE017,2023-05-12,23:51,01:39,108,설비고장,MODERATE,N,,RESOLVED
DLY002398,DLV0010583,VHC006,RTE003,2024-04-12,02:24,02:38,14,날씨,MINOR,N,,RESOLVED
DLY002399,DLV0011654,VHC010,RTE008,2024-05-28,08:24,10:15,111,설비고장,MODERATE,N,,RESOLVED
DLY002400,DLV0008089,VHC019,RTE012,2023-12-22,11:13,11:20,7,집하지연,MINOR,N,,RESOLVED
DLY002401,DLV0016396,VHC015,RTE002,2024-12-21,00:47,01:05,18,수취인부재,MINOR,N,,RESOLVED
DLY002402,DLV0003660,VHC023,RTE010,2023-06-07,08:21,08:47,26,사고,MINOR,N,,ESCALATED
DLY002403,DLV0012697,VHC025,RTE001,2024-07-12,04:11,04:39,28,집하지연,MINOR,Y,1000,RESOLVED
DLY002404,DLV0007832,VHC002,RTE007,2023-12-12,09:18,10:28,70,교통체증,MODERATE,N,,RESOLVED
DLY002405,DLV0001434,VHC012,RTE008,2023-03-02,12:14,12:42,28,교통체증,MINOR,N,,RESOLVED
DLY002406,DLV0008444,VHC013,RTE013,2024-01-06,14:21,,24,사고,MINOR,N,,PENDING
DLY002407,DLV0007860,VHC008,RTE002,2023-12-13,01:22,01:46,24,교통체증,MINOR,N,,RESOLVED
DLY002408,DLV0005268,VHC003,RTE013,2023-08-16,11:12,11:40,28,교통체증,MINOR,N,,RESOLVED
DLY002409,DLV0009449,VHC015,RTE004,2024-02-20,01:11,02:11,60,날씨,MODERATE,Y,,PENDING
DLY002410,DLV0005652,VHC014,RTE014,2023-09-03,11:58,,25,인력부족,MINOR,N,,PENDING
DLY002411,DLV0008043,VHC020,RTE009,2023-12-20,07:21,07:43,22,수취인부재,MINOR,N,,PENDING
DLY002412,DLV0005677,VHC008,RTE004,2023-09-04,01:07,02:52,105,교통체증,MODERATE,Y,,PENDING
DLY002413,DLV0002366,VHC010,RTE013,2023-04-12,13:11,13:52,41,교통체증,MODERATE,N,,RESOLVED
DLY002414,DLV0009602,VHC017,RTE004,2024-02-27,01:27,04:17,170,설비고장,SEVERE,Y,3000,RESOLVED
DLY002415,DLV0000850,VHC001,RTE006,2023-02-06,11:01,12:29,88,사고,MODERATE,Y,1000,RESOLVED
DLY002416,DLV0016122,VHC011,RTE003,2024-12-09,03:34,03:46,12,수취인부재,MINOR,N,,RESOLVED
DLY002417,DLV0005250,VHC005,RTE005,2023-08-15,11:06,11:29,23,집하지연,MINOR,N,,RESOLVED
DLY002418,DLV0015592,VHC013,RTE005,2024-11-18,08:28,08:33,5,수취인부재,MINOR,N,,RESOLVED
DLY002419,DLV0006593,VHC011,RTE016,2023-10-15,01:02,03:05,123,집하지연,SEVERE,Y,20000,RESOLVED
DLY002420,DLV0012793,VHC012,RTE002,2024-07-15,01:38,,31,설비고장,MODERATE,N,,PENDING
DLY002421,DLV0005676,VHC005,RTE012,2023-09-04,14:50,,65,집하지연,MODERATE,N,,RESOLVED
DLY002422,DLV0007970,VHC012,RTE009,2023-12-17,08:02,08:09,7,날씨,MINOR,N,,RESOLVED
DLY002423,DLV0015984,VHC006,RTE011,2024-12-04,08:24,09:35,71,집하지연,MODERATE,N,,RESOLVED
DLY002424,DLV0015087,VHC022,RTE005,2024-10-26,07:18,08:14,56,사고,MODERATE,Y,5000,ESCALATED
DLY002425,DLV0007514,VHC022,RTE009,2023-11-27,08:55,10:28,93,수취인부재,MODERATE,N,,PENDING
DLY002426,DLV0001281,VHC010,RTE015,2023-02-23,13:24,13:49,25,날씨,MINOR,N,,RESOLVED
DLY002427,DLV0003034,VHC019,RTE014,2023-05-11,14:52,15:15,23,인력부족,MINOR,N,,ESCALATED
DLY002428,DLV0010475,VHC007,RTE003,2024-04-07,02:58,,69,교통체증,MODERATE,N,,PENDING
DLY002429,DLV0005604,VHC024,RTE003,2023-09-01,02:18,02:34,16,교통체증,MINOR,N,,ESCALATED
DLY002430,DLV0000237,VHC025,RTE004,2023-01-11,01:43,03:40,117,사고,MODERATE,Y,,RESOLVED
DLY002431,DLV0009172,VHC019,RTE014,2024-02-09,11:34,11:47,13,집하지연,MINOR,N,,PENDING
DLY002432,DLV0016304,VHC019,RTE005,2024-12-17,07:41,12:48,307,날씨,SEVERE,Y,15000,RESOLVED
DLY002433,DLV0005149,VHC011,RTE003,2023-08-10,03:56,04:56,60,교통체증,MODERATE,Y,5000,PENDING
DLY002434,DLV0008540,VHC019,RTE011,2024-01-11,09:48,13:53,245,집하지연,SEVERE,N,,RESOLVED
DLY002435,DLV0005145,VHC010,RTE011,2023-08-10,11:55,12:09,14,집하지연,MINOR,N,,ESCALATED
DLY002436,DLV0001124,VHC007,RTE006,2023-02-17,10:08,10:13,5,날씨,MINOR,N,,RESOLVED
DLY002437,DLV0001219,VHC016,RTE016,2023-02-21,01:26,01:50,24,날씨,MINOR,N,,RESOLVED
DLY002438,DLV0007518,VHC013,RTE004,2023-11-27,00:16,00:28,12,교통체증,MINOR,N,,PENDING
DLY002439,DLV0013020,VHC004,RTE012,2024-07-25,10:52,11:14,22,집하지연,MINOR,Y,,RESOLVED
DLY002440,DLV0011614,VHC019,RTE001,2024-05-26,05:20,10:01,281,집하지연,SEVERE,N,,RESOLVED
DLY002441,DLV0013750,VHC014,RTE015,2024-08-26,12:26,12:41,15,날씨,MINOR,N,,RESOLVED
DLY002442,DLV0008388,VHC022,RTE015,2024-01-04,14:51,15:20,29,날씨,MINOR,N,,RESOLVED
DLY002443,DLV0002725,VHC004,RTE014,2023-04-27,14:42,15:05,23,사고,MINOR,N,,RESOLVED
DLY002444,DLV0014644,VHC008,RTE008,2024-10-06,11:53,12:04,11,날씨,MINOR,N,,RESOLVED
DLY002445,DLV0009529,VHC018,RTE010,2024-02-24,07:16,07:25,9,날씨,MINOR,N,,RESOLVED
DLY002446,DLV0008044,VHC008,RTE013,2023-12-20,11:11,11:47,36,사고,MODERATE,N,,PENDING
DLY002447,DLV0007817,VHC004,RTE009,2023-12-11,08:50,09:02,12,날씨,MINOR,N,,RESOLVED
DLY002448,DLV0001494,VHC011,RTE003,2023-03-04,04:07,04:13,6,수취인부재,MINOR,N,,RESOLVED
DLY002449,DLV0005299,VHC018,RTE004,2023-08-18,01:02,05:24,262,날씨,SEVERE,N,,RESOLVED
DLY002450,DLV0016498,VHC008,RTE016,2024-12-25,01:44,,345,사고,SEVERE,Y,20000,RESOLVED
DLY002451,DLV0014045,VHC010,RTE012,2024-09-07,14:52,15:00,8,교통체증,MINOR,N,,RESOLVED
DLY002452,DLV0005918,VHC016,RTE009,2023-09-15,07:11,07:21,10,교통체증,MINOR,N,,RESOLVED
DLY002453,DLV0007218,VHC016,RTE006,2023-11-13,07:53,08:01,8,교통체증,MINOR,N,,RESOLVED
DLY002454,DLV0003399,VHC017,RTE015,2023-05-27,13:45,13:53,8,교통체증,MINOR,N,,PENDING
DLY002455,DLV0004095,VHC001,RTE001,2023-06-26,03:32,04:33,61,집하지연,MODERATE,N,,RESOLVED
DLY002456,DLV0007816,VHC017,RTE012,2023-12-11,12:29,13:19,50,교통체증,MODERATE,N,,PENDING
DLY002457,DLV0004810,VHC010,RTE019,2023-07-26,14:23,14:39,16,교통체증,MINOR,N,,RESOLVED
DLY002458,DLV0007009,VHC004,RTE003,2023-11-03,03:15,03:26,11,교통체증,MINOR,N,,PENDING
DLY002459,DLV0003119,VHC013,RTE005,2023-05-14,07:51,,23,수취인부재,MINOR,Y,1000,RESOLVED
DLY002460,DLV0004934,VHC006,RTE014,2023-07-31,12:00,12:32,32,집하지연,MODERATE,N,,PENDING
DLY002461,DLV0007911,VHC014,RTE013,2023-12-15,14:52,16:24,92,날씨,MODERATE,N,,ESCALATED
DLY002462,DLV0000677,VHC002,RTE019,2023-01-29,10:47,10:56,9,교통체증,MINOR,N,,PENDING
DLY002463,DLV0003967,VHC004,RTE016,2023-06-21,02:15,02:32,17,인력부족,MINOR,N,,ESCALATED
DLY002464,DLV0012236,VHC015,RTE002,2024-06-23,02:09,02:23,14,사고,MINOR,N,,RESOLVED
DLY002465,DLV0003470,VHC012,RTE004,2023-05-30,00:12,00:58,46,날씨,MODERATE,Y,3000,RESOLVED
DLY002466,DLV0004671,VHC019,RTE004,2023-07-20,23:51,00:19,28,교통체증,MINOR,N,,RESOLVED
DLY002467,DLV0008314,VHC004,RTE004,2024-01-01,00:55,01:22,27,집하지연,MINOR,N,,RESOLVED
DLY002468,DLV0005701,VHC002,RTE010,2023-09-06,11:32,11:58,26,사고,MINOR,N,,RESOLVED
DLY002469,DLV0004029,VHC002,RTE008,2023-06-23,07:37,07:43,6,집하지연,MINOR,N,,ESCALATED
DLY002470,DLV0003481,VHC025,RTE011,2023-05-31,07:35,07:51,16,인력부족,MINOR,N,,RESOLVED
DLY002471,DLV0003067,VHC014,RTE012,2023-05-12,14:03,14:31,28,교통체증,MINOR,N,,RESOLVED
DLY002472,DLV0012859,VHC007,RTE003,2024-07-18,01:40,03:09,89,교통체증,MODERATE,N,,RESOLVED
DLY002473,DLV0001761,VHC006,RTE008,2023-03-16,07:43,08:12,29,교통체증,MINOR,N,,RESOLVED
DLY002474,DLV0001174,VHC007,RTE005,2023-02-19,11:35,11:58,23,교통체증,MINOR,N,,RESOLVED
DLY002475,DLV0010145,VHC004,RTE008,2024-03-23,10:47,11:18,31,교통체증,MODERATE,Y,3000,RESOLVED
DLY002476,DLV0002567,VHC023,RTE001,2023-04-21,04:57,05:15,18,날씨,MINOR,N,,RESOLVED
DLY002477,DLV0013911,VHC011,RTE005,2024-09-03,11:51,15:18,207,날씨,SEVERE,Y,5000,RESOLVED
DLY002478,DLV0016140,VHC011,RTE017,2024-12-10,20:38,21:01,23,집하지연,MINOR,N,,RESOLVED
DLY002479,DLV0005069,VHC015,RTE013,2023-08-06,14:29,18:28,239,사고,SEVERE,Y,10000,RESOLVED
DLY002480,DLV0004965,VHC014,RTE001,2023-08-02,02:53,02:58,5,교통체증,MINOR,N,,RESOLVED
DLY002481,DLV0004760,VHC003,RTE004,2023-07-24,23:13,23:23,10,집하지연,MINOR,N,,PENDING
DLY002482,DLV0006134,VHC020,RTE011,2023-09-25,10:38,11:08,30,교통체증,MODERATE,Y,2000,RESOLVED
DLY002483,DLV0007998,VHC020,RTE019,2023-12-18,13:44,14:08,24,날씨,MINOR,N,,RESOLVED
DLY002484,DLV0011866,VHC006,RTE013,2024-06-06,14:18,,5,설비고장,MINOR,N,,PENDING
DLY002485,DLV0013972,VHC007,RTE009,2024-09-05,07:48,08:15,27,사고,MINOR,N,,PENDING
DLY002486,DLV0012396,VHC011,RTE002,2024-06-29,00:43,02:07,84,교통체증,MODERATE,N,,ESCALATED
DLY002487,DLV0001455,VHC022,RTE009,2023-03-02,07:17,08:48,91,집하지연,MODERATE,N,,RESOLVED
DLY002488,DLV0011068,VHC019,RTE009,2024-05-01,08:30,08:58,28,사고,MINOR,N,,RESOLVED
DLY002489,DLV0006159,VHC006,RTE011,2023-09-26,09:03,,79,수취인부재,MODERATE,Y,5000,RESOLVED
DLY002490,DLV0005272,VHC024,RTE004,2023-08-16,00:04,00:30,26,교통체증,MINOR,N,,ESCALATED
DLY002491,DLV0000337,VHC024,RTE014,2023-01-15,12:17,13:41,84,교통체증,MODERATE,N,,RESOLVED
DLY002492,DLV0016577,VHC003,RTE008,2024-12-29,12:09,13:38,89,교통체증,MODERATE,N,,RESOLVED
DLY002493,DLV0013761,VHC016,RTE002,2024-08-27,00:46,01:05,19,인력부족,MINOR,N,,RESOLVED
DLY002494,DLV0013685,VHC023,RTE003,2024-08-24,02:19,03:24,65,집하지연,MODERATE,N,,RESOLVED
DLY002495,DLV0006711,VHC012,RTE006,2023-10-20,07:39,,154,날씨,SEVERE,Y,5000,PENDING
DLY002496,DLV0013257,VHC012,RTE011,2024-08-05,07:19,07:36,17,수취인부재,MINOR,Y,,RESOLVED
DLY002497,DLV0014797,VHC025,RTE011,2024-10-13,07:15,10:41,206,날씨,SEVERE,Y,20000,RESOLVED
DLY002498,DLV0000301,VHC022,RTE014,2023-01-13,14:46,15:32,46,수취인부재,MODERATE,Y,,PENDING
DLY002499,DLV0012322,VHC017,RTE016,2024-06-26,00:10,03:24,194,날씨,SEVERE,Y,20000,RESOLVED
DLY002500,DLV0010915,VHC019,RTE008,2024-04-25,11:41,,15,교통체증,MINOR,N,,RESOLVED
DLY002501,DLV0006381,VHC018,RTE007,2023-10-06,11:42,17:06,324,교통체증,SEVERE,Y,5000,PENDING
DLY002502,DLV0010275,VHC017,RTE013,2024-03-28,14:58,15:18,20,사고,MINOR,N,,RESOLVED
DLY002503,DLV0015161,VHC022,RTE015,2024-10-29,15:29,20:13,284,교통체증,SEVERE,Y,3000,RESOLVED
DLY002504,DLV0015683,VHC020,RTE012,2024-11-22,14:57,15:49,52,수취인부재,MODERATE,Y,,PENDING
DLY002505,DLV0003875,VHC014,RTE001,2023-06-17,03:57,,70,인력부족,MODERATE,N,,ESCALATED
DLY002506,DLV0016330,VHC020,RTE008,2024-12-18,07:30,07:48,18,수취인부재,MINOR,N,,RESOLVED
DLY002507,DLV0006940,VHC023,RTE010,2023-10-31,09:57,10:41,44,날씨,MODERATE,N,,RESOLVED
DLY002508,DLV0015805,VHC010,RTE002,2024-11-27,02:11,03:41,90,인력부족,MODERATE,N,,RESOLVED
DLY002509,DLV0016335,VHC002,RTE001,2024-12-18,03:37,,5,수취인부재,MINOR,N,,RESOLVED
DLY002510,DLV0003236,VHC024,RTE010,2023-05-20,08:09,08:36,27,수취인부재,MINOR,N,,RESOLVED
DLY002511,DLV0013164,VHC004,RTE006,2024-08-01,09:48,,6,집하지연,MINOR,N,,RESOLVED
DLY002512,DLV0015546,VHC006,RTE002,2024-11-15,01:01,01:18,17,교통체증,MINOR,N,,RESOLVED
DLY002513,DLV0007396,VHC019,RTE012,2023-11-22,15:03,15:24,21,수취인부재,MINOR,N,,RESOLVED
DLY002514,DLV0012824,VHC023,RTE011,2024-07-16,09:43,,51,수취인부재,MODERATE,N,,ESCALATED
DLY002515,DLV0001088,VHC014,RTE004,2023-02-16,01:25,01:38,13,교통체증,MINOR,N,,RESOLVED
DLY002516,DLV0008762,VHC018,RTE011,2024-01-21,08:27,08:54,27,날씨,MINOR,N,,RESOLVED
DLY002517,DLV0011021,VHC020,RTE004,2024-04-29,23:32,23:55,23,날씨,MINOR,N,,RESOLVED
DLY002518,DLV0004636,VHC006,RTE004,2023-07-19,01:11,02:27,76,사고,MODERATE,Y,3000,RESOLVED
DLY002519,DLV0016563,VHC016,RTE010,2024-12-28,10:30,11:18,48,날씨,MODERATE,N,,RESOLVED
DLY002520,DLV0002242,VHC013,RTE011,2023-04-07,07:00,07:06,6,교통체증,MINOR,N,,RESOLVED
DLY002521,DLV0001973,VHC008,RTE012,2023-03-25,12:23,13:30,67,설비고장,MODERATE,Y,3000,RESOLVED
DLY002522,DLV0001822,VHC017,RTE010,2023-03-18,09:20,11:04,104,교통체증,MODERATE,N,,PENDING
DLY002523,DLV0006212,VHC001,RTE010,2023-09-28,09:49,09:58,9,교통체증,MINOR,N,,RESOLVED
DLY002524,DLV0015897,VHC003,RTE002,2024-11-30,01:24,,12,날씨,MINOR,N,,RESOLVED
DLY002525,DLV0014706,VHC021,RTE005,2024-10-09,11:27,11:53,26,교통체증,MINOR,N,,RESOLVED
