RISK_ID,CUSTOMER_ID,YEAR_MONTH,CREDIT_SCORE_CURRENT,PD_PCT,LGD_PCT,EAD_KRW,EXPECTED_LOSS_KRW,RISK_GRADE,RISK_GRADE_PREV,GRADE_CHANGE,COLLATERAL_VALUE_KRW,MARKET_RISK_VAR_KRW,LIQUIDITY_RISK_SCORE
RSK00000750,CUS021,2024-06,448,15.015,44.24,911306412,60534768,D,D,STABLE,1136988600,,3
RSK00000751,CUS021,2024-07,432,15.0555,25.21,888757076,33732700,D,D,STABLE,1237956640,,3
RSK00000752,CUS021,2024-08,469,15.0523,31.53,1964434234,93231856,D,D,STABLE,2591229022,,6
RSK00000753,CUS021,2024-09,467,14.89,21.03,783044002,24519981,D,D,STABLE,978585026,,2
RSK00000754,CUS021,2024-10,442,14.9132,44.74,245412408,16374322,D,D,STABLE,283695597,,1
RSK00000755,CUS021,2024-11,455,15.1115,67.43,572026420,58287687,D,D,STABLE,686860655,,3
RSK00000756,CUS021,2024-12,444,14.9391,76.6,883868245,101144142,D,D,STABLE,,,8
RSK00000757,CUS022,2022-01,864,0.0499,57.57,1944724144,558669,AA,,,,48374115,3
RSK00000758,CUS022,2022-02,858,0.0496,69.99,432971696,150306,AA,AA,STABLE,589316041,71279023,10
RSK00000759,CUS022,2022-03,878,0.0496,66.74,607218766,201008,AA,AA,STABLE,741519541,90847286,3
RSK00000760,CUS022,2022-04,876,0.0502,28.85,259876669,37637,AA,AA,STABLE,377834345,28956155,1
RSK00000761,CUS022,2022-05,859,0.0498,31.87,1142895620,181392,AA,AA,STABLE,1682107232,6192690,5
RSK00000762,CUS022,2022-06,857,0.0503,66.64,548992287,184022,AA,AA,STABLE,,88229193,10
RSK00000763,CUS022,2022-07,832,0.0498,67.38,1379412770,462865,AA,AA,STABLE,1804373054,52596331,8
RSK00000764,CUS022,2022-08,873,0.0497,27.33,773423024,105054,AA,AA,STABLE,1010353989,99769176,6
RSK00000765,CUS022,2022-09,839,0.0504,76.96,343098134,133080,AA,AA,STABLE,484121869,16156775,7
RSK00000766,CUS022,2022-10,852,0.0505,34.26,147189340,25466,AA,AA,STABLE,150092515,95287937,9
RSK00000767,CUS022,2022-11,841,0.0501,26.51,271113556,36008,AA,AA,STABLE,281218187,66126235,6
RSK00000768,CUS022,2022-12,860,0.0496,25.25,1385697474,173545,AA,AA,STABLE,1636882963,8257328,5
RSK00000769,CUS022,2023-01,882,0.0496,72.52,22650714,8147,AA,AA,STABLE,21272180,69643937,10
RSK00000770,CUS022,2023-02,860,0.0496,64.17,1738952553,553479,AA,AA,STABLE,1683817978,1173186,5
RSK00000771,CUS022,2023-03,842,0.05,26.09,454185374,59248,AA,AA,STABLE,619678212,64276302,8
RSK00000772,CUS022,2023-04,863,0.0505,40.05,417349042,84410,AA,AA,STABLE,415990767,56293230,4
RSK00000773,CUS022,2023-05,875,0.0503,25.14,664021189,83968,AA,AA,STABLE,948579992,88141907,9
RSK00000774,CUS022,2023-06,846,0.15,29.41,562012549,247932,A,AA,DOWNGRADE,664198413,87547980,5
RSK00000775,CUS022,2023-07,871,0.1512,55.51,1328383638,1114927,A,A,STABLE,,4725333,6
RSK00000776,CUS022,2023-08,868,0.1501,27.53,1362062052,562839,A,A,STABLE,1514647812,73068698,4
RSK00000777,CUS022,2023-09,831,0.1502,25.53,691605849,265204,A,A,STABLE,589956821,40815958,5
RSK00000778,CUS022,2023-10,872,0.1489,69.71,240960727,250113,A,A,STABLE,281952488,89325748,10
RSK00000779,CUS022,2023-11,843,0.1508,36.54,1226354903,675750,A,A,STABLE,1717090267,68836589,2
RSK00000780,CUS022,2023-12,841,0.151,33.44,905828590,457393,A,A,STABLE,950707808,7225473,1
RSK00000781,CUS022,2024-01,864,0.1506,44.51,355342165,238193,A,A,STABLE,516220294,77018316,3
RSK00000782,CUS022,2024-02,836,0.1513,57.66,1017673556,887814,A,A,STABLE,,75672350,9
RSK00000783,CUS022,2024-03,865,0.1499,36.68,900120916,494916,A,A,STABLE,1236284747,18745953,1
RSK00000784,CUS022,2024-04,863,0.1488,32.77,482452434,235252,A,A,STABLE,691366760,4808626,2
RSK00000785,CUS022,2024-05,867,0.1514,26.23,1614097645,640994,A,A,STABLE,1960537981,56439077,10
RSK00000786,CUS022,2024-06,867,0.1508,59.72,914691053,823750,A,A,STABLE,747739365,82962848,8
RSK00000787,CUS022,2024-07,874,0.1499,77.61,1245160826,1448588,A,A,STABLE,,79315936,9
RSK00000788,CUS022,2024-08,825,0.1487,27.75,1711633064,706293,A,A,STABLE,1439672017,12892815,7
RSK00000789,CUS022,2024-09,865,0.1514,39.15,76523221,45358,A,A,STABLE,109536898,36389966,9
RSK00000790,CUS022,2024-10,859,0.151,27.2,1813265457,744744,A,A,STABLE,1528300437,43008172,5
RSK00000791,CUS022,2024-11,858,0.1504,41.48,320687154,200064,A,A,STABLE,338420892,96014985,4
RSK00000792,CUS022,2024-12,825,0.1515,70.56,277396620,296533,A,A,STABLE,407995806,98636501,4
RSK00000793,CUS023,2022-01,478,8.9437,41.74,494557679,18462335,CCC,,,647539225,4756952,2
RSK00000794,CUS023,2022-02,472,9.055,32.63,439531219,12986594,CCC,CCC,STABLE,651976296,62722055,2
RSK00000795,CUS023,2022-03,479,8.9758,33.94,77262384,2353711,CCC,CCC,STABLE,70369738,91990141,10
RSK00000796,CUS023,2022-04,498,8.9903,33.54,327759575,9883087,CCC,CCC,STABLE,277012106,61860174,7
RSK00000797,CUS023,2022-05,443,8.9295,59.84,45838589,2449345,CCC,CCC,STABLE,38271857,17824998,2
RSK00000798,CUS023,2022-06,462,9.0395,26.28,349836783,8310655,CCC,CCC,STABLE,514542255,5036592,9
RSK00000799,CUS023,2022-07,445,8.9504,25.4,241736546,5495643,CCC,CCC,STABLE,327171170,14916665,5
RSK00000800,CUS023,2022-08,466,9.0747,79.2,393995274,28317080,CCC,CCC,STABLE,513821770,36781827,5
RSK00000801,CUS023,2022-09,447,9.0063,32.53,356688088,10450067,CCC,CCC,STABLE,428407690,78203946,1
RSK00000802,CUS023,2022-10,464,8.9259,59.82,273092494,14581701,CCC,CCC,STABLE,326333426,65571355,10
RSK00000803,CUS023,2022-11,476,8.9463,62.66,160521217,8998421,CCC,CCC,STABLE,160595866,4753371,6
RSK00000804,CUS023,2022-12,498,8.9135,21.5,468922758,8986447,CCC,CCC,STABLE,571703875,60804568,4
RSK00000805,CUS023,2023-01,468,8.9853,71.59,178410048,11476362,CCC,CCC,STABLE,,51247083,6
RSK00000806,CUS023,2023-02,449,9.0668,68.94,429841244,26867880,CCC,CCC,STABLE,576645973,32071260,10
RSK00000807,CUS023,2023-03,474,8.9172,70.08,45463366,2841085,CCC,CCC,STABLE,,57490399,8
RSK00000808,CUS023,2023-04,446,9.0193,64.76,407624898,23808957,CCC,CCC,STABLE,,90807199,2
RSK00000809,CUS023,2023-05,472,8.9653,62.15,28818738,1605761,CCC,CCC,STABLE,,44250033,4
RSK00000810,CUS023,2023-06,479,9.036,31.15,167029666,4701407,CCC,CCC,STABLE,224919289,51794907,4
RSK00000811,CUS023,2023-07,456,9.0019,76.73,466363469,32212461,CCC,CCC,STABLE,,26788011,4
RSK00000812,CUS023,2023-08,491,8.9968,24.31,311611841,6815331,CCC,CCC,STABLE,410761979,79014879,6
RSK00000813,CUS023,2023-09,485,8.9258,39.22,463042271,16209715,CCC,CCC,STABLE,402540363,17521133,6
RSK00000814,CUS023,2023-10,470,9.0827,39.81,178562631,6456508,CCC,CCC,STABLE,226248305,92681278,5
RSK00000815,CUS023,2023-11,495,8.9201,40.73,321770069,11690411,CCC,CCC,STABLE,427771342,21442384,10
RSK00000816,CUS023,2023-12,464,8.9161,59.01,11240270,591395,CCC,CCC,STABLE,16588319,41370135,1
RSK00000817,CUS023,2024-01,477,8.9889,23.0,310226093,6413760,CCC,CCC,STABLE,274598287,6373802,9
RSK00000818,CUS023,2024-02,467,8.972,24.64,158009185,3493110,CCC,CCC,STABLE,145100796,30191844,4
RSK00000819,CUS023,2024-03,481,9.0133,33.87,234389814,7155463,CCC,CCC,STABLE,263886855,58591541,8
RSK00000820,CUS023,2024-04,443,9.0516,39.82,400219469,14425299,CCC,CCC,STABLE,554842594,11122845,4
RSK00000821,CUS023,2024-05,490,9.0597,67.81,5106888,313736,CCC,CCC,STABLE,7487352,7102616,8
RSK00000822,CUS023,2024-06,457,9.0809,62.42,332459040,18844768,CCC,CCC,STABLE,,4427910,2
RSK00000823,CUS023,2024-07,440,9.0164,25.78,363580461,8451166,CCC,CCC,STABLE,460643094,95774379,1
RSK00000824,CUS023,2024-08,496,8.9389,26.21,258729422,6061735,CCC,CCC,STABLE,253973985,60991228,9
RSK00000825,CUS023,2024-09,489,8.98,74.45,22800283,1524338,CCC,CCC,STABLE,,37270597,8
RSK00000826,CUS023,2024-10,448,9.0708,23.61,88153556,1887911,CCC,CCC,STABLE,74750060,74411787,5
RSK00000827,CUS023,2024-11,449,8.9676,79.68,315515666,22544805,CCC,CCC,STABLE,,59448319,3
RSK00000828,CUS023,2024-12,478,15.0992,70.26,326403219,34627132,D,CCC,DOWNGRADE,394646840,32909282,1
RSK00000829,CUS024,2022-01,797,0.4988,33.86,243183895,410722,BBB,,,338283465,68746102,3
RSK00000830,CUS024,2022-02,786,0.4953,39.99,90854417,179956,BBB,BBB,STABLE,104289979,49922057,4
RSK00000831,CUS024,2022-03,780,0.4962,31.95,460116259,729449,BBB,BBB,STABLE,634925253,5444005,9
RSK00000832,CUS024,2022-04,779,0.5045,36.26,177672285,325019,BBB,BBB,STABLE,209416161,22340183,6
RSK00000833,CUS024,2022-05,814,0.5039,66.84,49515474,166771,BBB,BBB,STABLE,,72698874,6
RSK00000834,CUS024,2022-06,817,0.496,69.53,471443039,1625860,BBB,BBB,STABLE,,66198644,3
RSK00000835,CUS024,2022-07,772,0.4997,43.08,395751807,851938,BBB,BBB,STABLE,522982345,35597186,1
RSK00000836,CUS024,2022-08,818,0.5023,33.24,20932707,34950,BBB,BBB,STABLE,31188955,53035138,9
RSK00000837,CUS024,2022-09,780,0.5021,28.38,416112797,592944,BBB,BBB,STABLE,351970298,52122667,5
RSK00000838,CUS024,2022-10,809,1.5026,27.8,104113843,434907,BB,BBB,DOWNGRADE,110083318,21897746,1
RSK00000839,CUS024,2022-11,787,1.4986,23.62,74686945,264369,BB,BB,STABLE,103269346,4153935,6
RSK00000840,CUS024,2022-12,793,1.5148,56.66,482719930,4143116,BB,BB,STABLE,480018507,60950537,8
RSK00000841,CUS024,2023-01,814,1.4973,30.31,169629843,769834,BB,BB,STABLE,166578503,40420289,5
RSK00000842,CUS024,2023-02,799,1.5095,27.1,419505789,1716091,BB,BB,STABLE,566887253,13400376,2
RSK00000843,CUS024,2023-03,806,1.5115,31.64,494945609,2367021,BB,BB,STABLE,630143144,18637181,7
RSK00000844,CUS024,2023-04,796,1.5074,63.6,72541317,695458,BB,BB,STABLE,62622358,15559441,7
RSK00000845,CUS024,2023-05,814,1.4883,27.49,42761493,174952,BB,BB,STABLE,49999198,25938383,5
RSK00000846,CUS024,2023-06,826,1.4854,59.93,156787181,1395720,BB,BB,STABLE,,45799676,10
RSK00000847,CUS024,2023-07,809,1.5111,58.61,7085649,62754,BB,BB,STABLE,10002345,66335828,7
RSK00000848,CUS024,2023-08,769,1.5062,64.68,427614040,4165859,BB,BB,STABLE,396129132,8975952,2
RSK00000849,CUS024,2023-09,813,1.5135,26.55,499847206,2008557,BB,BB,STABLE,496241630,32974031,1
RSK00000850,CUS024,2023-10,795,1.4878,61.46,134431949,1229248,BB,BB,STABLE,,55687399,5
RSK00000851,CUS024,2023-11,809,1.5091,39.27,33366015,197735,BB,BB,STABLE,27148883,13619256,10
RSK00000852,CUS024,2023-12,806,1.4924,41.02,118887240,727807,BB,BB,STABLE,177495275,12229129,1
RSK00000853,CUS024,2024-01,828,1.5034,22.37,25172951,84659,BB,BB,STABLE,32590062,90222830,5
RSK00000854,CUS024,2024-02,782,1.4909,65.98,211453437,2080059,BB,BB,STABLE,238702780,67944916,8
RSK00000855,CUS024,2024-03,804,1.5128,25.57,19534404,75564,BB,BB,STABLE,27437880,78487048,5
RSK00000856,CUS024,2024-04,784,1.492,33.89,454492860,2298092,BB,BB,STABLE,670854501,28457644,8
RSK00000857,CUS024,2024-05,810,1.5108,36.65,338320065,1873306,BB,BB,STABLE,308442316,91719331,6
RSK00000858,CUS024,2024-06,795,1.5016,55.98,385799771,3243016,BB,BB,STABLE,466905306,71493221,5
RSK00000859,CUS024,2024-07,815,1.4949,41.59,116731266,725752,BB,BB,STABLE,136097718,6351230,8
RSK00000860,CUS024,2024-08,789,1.4883,72.47,62999796,679498,BB,BB,STABLE,72307939,54211517,4
RSK00000861,CUS024,2024-09,826,1.5026,64.93,15543962,151653,BB,BB,STABLE,,34766576,1
RSK00000862,CUS024,2024-10,804,1.5136,23.35,86510648,305751,BB,BB,STABLE,105891820,15878770,8
RSK00000863,CUS024,2024-11,794,1.4933,39.88,435798136,2595300,BB,BB,STABLE,593255647,51463206,6
RSK00000864,CUS024,2024-12,784,1.5017,40.12,165314917,995993,BB,BB,STABLE,175667967,42353815,5
RSK00000865,CUS025,2022-01,815,0.1486,74.05,457213782,503110,A,,,684799904,,2
RSK00000866,CUS025,2022-02,785,0.1509,42.32,66326350,42357,A,A,STABLE,86620215,,1
RSK00000867,CUS025,2022-03,833,0.1491,37.01,171041790,94384,A,A,STABLE,144413004,,9
RSK00000868,CUS025,2022-04,836,0.1492,74.2,341471273,378031,A,A,STABLE,,,3
RSK00000869,CUS025,2022-05,805,0.1507,78.3,66016780,77899,A,A,STABLE,79171866,,2
RSK00000870,CUS025,2022-06,821,0.1488,58.79,83058649,72659,A,A,STABLE,,,8
RSK00000871,CUS025,2022-07,843,0.1492,44.44,366709529,243145,A,A,STABLE,389999896,,3
RSK00000872,CUS025,2022-08,837,0.1507,33.4,192785176,97036,A,A,STABLE,230044476,,4
RSK00000873,CUS025,2022-09,825,0.1497,29.3,192853770,84590,A,A,STABLE,191858884,,10
RSK00000874,CUS025,2022-10,818,0.1515,31.84,133479559,64387,A,A,STABLE,198029631,,3
RSK00000875,CUS025,2022-11,793,0.1498,59.51,69980047,62384,A,A,STABLE,98893312,,3
RSK00000876,CUS025,2022-12,795,0.1499,38.29,415566664,238522,A,A,STABLE,433427948,,9
RSK00000877,CUS025,2023-01,834,0.1512,42.81,201989164,130745,A,A,STABLE,209250230,,10
RSK00000878,CUS025,2023-02,817,0.149,69.95,270846067,282291,A,A,STABLE,,,1
RSK00000879,CUS025,2023-03,792,0.151,28.19,1361878,580,A,A,STABLE,1305845,,7
RSK00000880,CUS025,2023-04,803,0.1498,40.47,420586123,254976,A,A,STABLE,406445932,,5
RSK00000881,CUS025,2023-05,840,0.1505,56.17,395503494,334342,A,A,STABLE,,,10
RSK00000882,CUS025,2023-06,826,0.5045,39.69,157198038,314767,BBB,A,DOWNGRADE,227736352,,10
RSK00000883,CUS025,2023-07,791,0.4966,38.8,175098528,337381,BBB,BBB,STABLE,148066770,,10
RSK00000884,CUS025,2023-08,799,0.5004,34.39,19062343,32804,BBB,BBB,STABLE,20781543,,7
RSK00000885,CUS025,2023-09,831,0.5002,67.73,146009376,494659,BBB,BBB,STABLE,,,8
RSK00000886,CUS025,2023-10,832,0.499,36.94,220207153,405909,BBB,BBB,STABLE,324631292,,2
RSK00000887,CUS025,2023-11,800,0.4977,68.35,417849279,1421431,BBB,BBB,STABLE,408838718,,10
RSK00000888,CUS025,2023-12,815,0.4973,30.54,320551475,486839,BBB,BBB,STABLE,331799765,,7
RSK00000889,CUS025,2024-01,816,0.5001,40.82,99098385,202300,BBB,BBB,STABLE,141605648,,3
RSK00000890,CUS025,2024-02,799,0.4989,26.07,494922137,643712,BBB,BBB,STABLE,609467042,,6
RSK00000891,CUS025,2024-03,812,0.4994,37.23,473838520,880992,BBB,BBB,STABLE,401563977,,10
RSK00000892,CUS025,2024-04,837,0.5041,37.26,177030427,332512,BBB,BBB,STABLE,200332733,,5
RSK00000893,CUS025,2024-05,801,0.4967,37.53,245731118,458071,BBB,BBB,STABLE,300970072,,4
RSK00000894,CUS025,2024-06,840,0.4984,27.99,399356827,557111,BBB,BBB,STABLE,415188575,,1
RSK00000895,CUS025,2024-07,835,0.4974,37.88,69386110,130734,BBB,BBB,STABLE,76337131,,6
RSK00000896,CUS025,2024-08,814,0.4989,32.64,47212812,76882,BBB,BBB,STABLE,65079003,,8
RSK00000897,CUS025,2024-09,793,0.502,27.97,1242265,1744,BBB,BBB,STABLE,1594713,,1
RSK00000898,CUS025,2024-10,808,0.5024,75.18,75497580,285158,BBB,BBB,STABLE,69727641,,2
RSK00000899,CUS025,2024-11,815,0.5007,60.27,475205433,1434036,BBB,BBB,STABLE,,,2
RSK00000900,CUS025,2024-12,798,0.5032,72.43,365535171,1332258,BBB,BBB,STABLE,349031238,,6
RSK00000901,CUS026,2022-01,911,0.0496,27.12,273614209,36805,AA,,,361072401,22578346,5
RSK00000902,CUS026,2022-02,889,0.0501,32.26,418905821,67705,AA,AA,STABLE,573714095,12565022,8
RSK00000903,CUS026,2022-03,872,0.0501,70.98,205655253,73133,AA,AA,STABLE,214035886,36800033,7
RSK00000904,CUS026,2022-04,875,0.01,27.58,282311394,7786,AAA,AA,UPGRADE,270955102,1460527,9
RSK00000905,CUS026,2022-05,904,0.0099,25.3,323748475,8109,AAA,AAA,STABLE,327843735,23139665,2
RSK00000906,CUS026,2022-06,886,0.01,44.36,289841801,12857,AAA,AAA,UPGRADE,326451698,48608720,4
RSK00000907,CUS026,2022-07,871,0.0101,66.9,182907417,12359,AAA,AAA,STABLE,160459370,89895124,1
RSK00000908,CUS026,2022-08,910,0.01,20.64,326298591,6735,AAA,AAA,STABLE,389385337,83311082,2
RSK00000909,CUS026,2022-09,898,0.01,35.49,86741987,3078,AAA,AAA,STABLE,72182337,55877865,8
RSK00000910,CUS026,2022-10,902,0.0099,43.17,94086822,4021,AAA,AAA,STABLE,110572924,36405094,10
RSK00000911,CUS026,2022-11,874,0.0099,41.06,41197756,1675,AAA,AAA,STABLE,33335123,94095383,1
RSK00000912,CUS026,2022-12,903,0.01,70.13,211907929,14861,AAA,AAA,STABLE,,57508631,9
RSK00000913,CUS026,2023-01,887,0.01,64.51,325540230,21001,AAA,AAA,STABLE,,68164066,2
RSK00000914,CUS026,2023-02,897,0.0099,34.8,113927065,3925,AAA,AAA,STABLE,131490690,20858632,5
RSK00000915,CUS026,2023-03,904,0.0101,71.97,67349059,4896,AAA,AAA,STABLE,,19841852,7
RSK00000916,CUS026,2023-04,862,0.01,33.42,427629368,14291,AAA,AAA,STABLE,607371078,43762864,10
RSK00000917,CUS026,2023-05,862,0.0099,20.1,113296353,2254,AAA,AAA,STABLE,97859345,32011479,9
RSK00000918,CUS026,2023-06,899,0.0099,29.77,33336270,982,AAA,AAA,STABLE,39897529,60117142,5
RSK00000919,CUS026,2023-07,905,0.01,20.25,312440354,6327,AAA,AAA,STABLE,441246077,50697499,8
RSK00000920,CUS026,2023-08,862,0.01,44.7,267028500,11936,AAA,AAA,STABLE,382985565,17700810,2
RSK00000921,CUS026,2023-09,889,0.0099,58.26,183086866,10560,AAA,AAA,STABLE,243333592,40662107,8
RSK00000922,CUS026,2023-10,882,0.01,31.6,187850483,5936,AAA,AAA,STABLE,228111633,67072961,8
RSK00000923,CUS026,2023-11,913,0.01,64.77,493010086,31932,AAA,AAA,STABLE,575879971,74854520,6
RSK00000924,CUS026,2023-12,888,0.0101,56.98,274414070,15792,AAA,AAA,STABLE,,12852255,2
RSK00000925,CUS026,2024-01,859,0.01,68.29,64114332,4378,AAA,AAA,STABLE,,21680925,1
RSK00000926,CUS026,2024-02,896,0.01,61.32,424699532,26043,AAA,AAA,STABLE,,88926469,9
RSK00000927,CUS026,2024-03,897,0.0101,57.85,238231573,13920,AAA,AAA,STABLE,309593878,42067870,10
RSK00000928,CUS026,2024-04,867,0.0101,36.79,379717919,14110,AAA,AAA,STABLE,304517265,73080260,9
RSK00000929,CUS026,2024-05,875,0.01,58.08,15703159,912,AAA,AAA,STABLE,,51974218,3
RSK00000930,CUS026,2024-06,897,0.0099,22.66,411048223,9221,AAA,AAA,STABLE,455849413,83885262,5
RSK00000931,CUS026,2024-07,882,0.0101,32.84,366751035,12165,AAA,AAA,STABLE,512896963,10071115,2
RSK00000932,CUS026,2024-08,886,0.0101,44.07,78273024,3484,AAA,AAA,STABLE,110505088,70090390,1
RSK00000933,CUS026,2024-09,875,0.0099,34.71,318949974,10960,AAA,AAA,STABLE,423969077,24430757,1
RSK00000934,CUS026,2024-10,899,0.0099,35.07,141094223,4899,AAA,AAA,STABLE,163453490,40498068,8
RSK00000935,CUS026,2024-11,882,0.01,21.86,329788704,7209,AAA,AAA,STABLE,302813560,79183167,8
RSK00000936,CUS026,2024-12,913,0.0099,26.26,397296071,10329,AAA,AAA,STABLE,478453286,3317794,3
RSK00000937,CUS027,2022-01,598,1.498,41.67,130990306,817663,BB,,,182370344,94894443,8
RSK00000938,CUS027,2022-02,645,1.4938,40.26,95923167,576886,BB,BB,STABLE,87343918,84944119,2
RSK00000939,CUS027,2022-03,625,1.5045,41.16,384253750,2379500,BB,BB,STABLE,561373945,72411342,2
RSK00000940,CUS027,2022-04,622,1.5111,38.72,482290559,2821872,BB,BB,STABLE,566825433,5161532,3
RSK00000941,CUS027,2022-05,622,1.4884,55.07,250939124,2056852,BB,BB,STABLE,,5123768,3
RSK00000942,CUS027,2022-06,596,1.5005,37.38,81268204,455823,BB,BB,STABLE,79290132,1839560,9
RSK00000943,CUS027,2022-07,644,1.5009,74.64,229540567,2571478,BB,BB,STABLE,266079761,31338301,2
RSK00000944,CUS027,2022-08,632,1.5061,22.63,167930668,572359,BB,BB,STABLE,141494782,15986175,6
RSK00000945,CUS027,2022-09,647,1.4975,79.47,220893082,2628767,BB,BB,STABLE,,64774855,6
RSK00000946,CUS027,2022-10,629,1.4942,66.06,238705321,2356185,BB,BB,STABLE,194027757,43983689,3
RSK00000947,CUS027,2022-11,636,1.5028,75.51,89302104,1013368,BB,BB,STABLE,,83717898,9
RSK00000948,CUS027,2022-12,617,1.4918,33.19,470505291,2329605,BB,BB,STABLE,697221212,20794659,5
RSK00000949,CUS027,2023-01,609,1.4919,30.28,123595850,558341,BB,BB,STABLE,181576923,42293828,3
RSK00000950,CUS027,2023-02,614,1.4873,20.37,458207174,1388198,BB,BB,STABLE,493338747,81974013,5
RSK00000951,CUS027,2023-03,645,1.5109,24.11,150093605,546758,BB,BB,STABLE,212058831,70893385,5
RSK00000952,CUS027,2023-04,613,1.4954,44.51,82419162,548584,BB,BB,STABLE,112399406,74109664,4
RSK00000953,CUS027,2023-05,646,1.4991,38.14,447674372,2559608,BB,BB,STABLE,654892903,6295665,10
RSK00000954,CUS027,2023-06,628,1.4936,38.7,335363667,1938480,BB,BB,STABLE,286928389,23316030,2
RSK00000955,CUS027,2023-07,646,1.5124,24.64,14529854,54146,BB,BB,STABLE,19410382,94789251,3
RSK00000956,CUS027,2023-08,649,1.5006,32.56,469164939,2292318,BB,BB,STABLE,378863609,88158964,5
RSK00000957,CUS027,2023-09,626,1.4875,28.25,134438947,564938,BB,BB,STABLE,165707795,97353589,10
RSK00000958,CUS027,2023-10,602,1.486,41.24,47847613,293223,BB,BB,STABLE,52264116,82125330,9
RSK00000959,CUS027,2023-11,629,1.4875,23.13,103798006,357126,BB,BB,STABLE,144027769,67690924,10
RSK00000960,CUS027,2023-12,649,1.4918,42.05,252606982,1584608,BB,BB,STABLE,361092839,24187609,7
RSK00000961,CUS027,2024-01,617,4.0159,66.3,190543917,5073311,B,BB,DOWNGRADE,,43307682,10
RSK00000962,CUS027,2024-02,624,3.9778,27.29,330276016,3585284,B,B,STABLE,400111098,77562035,4
RSK00000963,CUS027,2024-03,630,1.4993,43.07,266537781,1721164,BB,B,UPGRADE,270328716,57240983,9
RSK00000964,CUS027,2024-04,603,1.5004,27.66,461167065,1913892,BB,BB,STABLE,595902004,81133930,4
RSK00000965,CUS027,2024-05,608,1.505,33.29,124993546,626236,BB,BB,STABLE,126197599,7636983,7
RSK00000966,CUS027,2024-06,623,1.4901,28.69,322547250,1378921,BB,BB,STABLE,466371718,60009891,1
RSK00000967,CUS027,2024-07,621,1.4908,42.95,102563428,656712,BB,BB,STABLE,121360377,76125272,6
RSK00000968,CUS027,2024-08,636,1.4948,65.08,421253271,4098019,BB,BB,STABLE,,30767678,7
RSK00000969,CUS027,2024-09,629,1.5111,68.44,101530045,1050021,BB,BB,STABLE,,60850309,5
RSK00000970,CUS027,2024-10,607,1.5094,36.81,419744508,2332143,BB,BB,STABLE,579447392,78503393,8
RSK00000971,CUS027,2024-11,618,1.4914,29.24,138847190,605492,BB,BB,STABLE,113746067,30239239,4
RSK00000972,CUS027,2024-12,615,1.4885,33.52,354268072,1767604,BB,BB,STABLE,489553540,70120876,8
RSK00000973,CUS028,2022-01,899,0.05,40.43,852117878,172256,AA,,,1019871391,61587478,3
RSK00000974,CUS028,2022-02,875,0.0505,78.2,1306081072,515784,AA,AA,STABLE,,8029637,1
RSK00000975,CUS028,2022-03,846,0.0498,59.4,1593303133,471318,AA,AA,STABLE,,33178049,2
RSK00000976,CUS028,2022-04,867,0.0505,59.25,1391404239,416326,AA,AA,STABLE,,38827230,9
RSK00000977,CUS028,2022-05,856,0.0497,77.22,1815139929,696621,AA,AA,STABLE,,42280441,6
RSK00000978,CUS028,2022-06,898,0.0499,38.19,1780819427,339367,AA,AA,STABLE,1943506336,14970764,10
RSK00000979,CUS028,2022-07,858,0.0501,31.31,1395064017,218834,AA,AA,STABLE,1920117515,26747761,4
RSK00000980,CUS028,2022-08,872,0.0503,35.72,1902089270,341751,AA,AA,STABLE,2594581736,90755929,10
RSK00000981,CUS028,2022-09,897,0.151,34.69,1261941711,661029,A,AA,DOWNGRADE,1268663965,82258995,5
RSK00000982,CUS028,2022-10,891,0.1498,31.69,468990801,222638,A,A,STABLE,554761781,38609789,3
RSK00000983,CUS028,2022-11,881,0.1499,34.98,942797345,494356,A,A,STABLE,1289199823,49518734,8
RSK00000984,CUS028,2022-12,870,0.1502,67.98,611043211,623912,A,A,STABLE,800527983,18620573,3
RSK00000985,CUS028,2023-01,883,0.1502,40.87,1880980523,1154673,A,A,STABLE,2482429498,87481592,4
RSK00000986,CUS028,2023-02,890,0.149,73.28,1702681798,1859111,A,A,STABLE,,74974857,10
RSK00000987,CUS028,2023-03,889,0.1501,34.47,1251933662,647744,A,A,STABLE,1237407927,11910572,3
RSK00000988,CUS028,2023-04,868,0.1494,44.77,427045311,285635,A,A,STABLE,500109939,15864967,5
RSK00000989,CUS028,2023-05,856,0.1506,39.7,639978634,382632,A,A,STABLE,959888321,42376226,3
RSK00000990,CUS028,2023-06,863,0.1509,32.34,435825740,212688,A,A,STABLE,358744686,50019626,7
RSK00000991,CUS028,2023-07,881,0.1492,44.02,1697527284,1114899,A,A,STABLE,2183037574,6054462,4
RSK00000992,CUS028,2023-08,900,0.1501,68.63,932800991,960912,A,A,STABLE,,84884479,1
RSK00000993,CUS028,2023-09,856,0.1514,62.19,1313012603,1236276,A,A,STABLE,1388549665,74547623,7
RSK00000994,CUS028,2023-10,874,0.1502,41.64,1883344880,1177906,A,A,STABLE,1735089887,21642867,4
RSK00000995,CUS028,2023-11,871,0.1506,68.54,120326771,124203,A,A,STABLE,160894403,36722516,7
RSK00000996,CUS028,2023-12,901,0.1499,66.56,1871812434,1867572,A,A,STABLE,2067807488,64583098,10
RSK00000997,CUS028,2024-01,896,0.1504,79.93,297223987,357307,A,A,STABLE,,68941047,10
