USAGE_ID,METER_ID,USAGE_DATE,USAGE_KWH,PEAK_KW,OFFPEAK_KW,REACTIVE_KVARH,POWER_FACTOR,IS_PEAK_DAY,ESTIMATED_FLAG
11678,MTR018,2024-08-06,180.62,9.47,5.69,41.37,0.91,1,N
11679,MTR019,2024-08-06,48015.99,2259.18,1691.78,9674.27,0.963,1,N
11680,MTR020,2024-08-06,167.8,8.16,5.19,20.38,0.937,1,N
11681,MTR001,2024-08-07,8619.79,466.37,369.28,2039.69,0.881,1,N
11682,MTR002,2024-08-07,3679.96,169.68,147.14,839.05,0.911,1,N
11683,MTR003,2024-08-07,10974.3,598.09,461.95,2498.2,0.918,1,N
11684,MTR004,2024-08-07,1076.53,57.81,35.65,148.79,,1,N
11685,MTR005,2024-08-07,11275.28,567.64,400.6,2242.76,0.95,1,N
11686,MTR006,2024-08-07,2554.12,128.67,90.04,635.34,0.954,1,N
11687,MTR007,2024-08-07,9282.05,427.51,254.69,942.68,0.945,1,N
11688,MTR008,2024-08-07,606.46,30.46,20.72,52.58,0.903,1,Y
11689,MTR009,2024-08-07,16341.72,839.24,622.5,1135.16,0.98,1,N
11690,MTR010,2024-08-07,352.76,18.08,10.86,38.97,0.938,1,Y
11691,MTR011,2024-08-07,9040.58,425.94,303.75,1400.4,0.931,1,N
11692,MTR012,2024-08-07,980.75,50.24,27.11,74.86,0.934,1,N
11693,MTR013,2024-08-07,4251.22,215.94,139.28,753.74,,1,N
11694,MTR014,2024-08-07,1223.61,58.94,37.81,157.79,0.987,1,N
11695,MTR015,2024-08-07,459.18,24.81,15.12,79.36,0.972,1,N
11696,MTR016,2024-08-07,97.18,4.55,3.02,8.1,0.851,1,Y
11697,MTR017,2024-08-07,15788.16,740.58,517.07,2400.55,0.952,1,N
11698,MTR018,2024-08-07,181.1,9.32,5.12,38.8,0.928,1,N
11699,MTR019,2024-08-07,45300.04,2220.45,1777.94,2397.58,0.982,1,N
11700,MTR020,2024-08-07,170.5,8.78,5.56,32.82,0.927,1,N
11701,MTR001,2024-08-08,8835.51,411.95,244.35,894.32,0.863,1,N
11702,MTR002,2024-08-08,3446.72,161.22,131.97,829.81,0.888,1,N
11703,MTR003,2024-08-08,11723.99,618.18,369.71,969.97,0.888,1,N
11704,MTR004,2024-08-08,1019.19,52.49,42.1,176.5,0.885,1,N
11705,MTR005,2024-08-08,11198.35,595.04,295.1,1190.31,0.944,1,N
11706,MTR006,2024-08-08,2221.95,104.9,63.49,171.47,0.905,1,N
11707,MTR007,2024-08-08,8939.97,481.87,361.23,614.48,0.925,1,N
11708,MTR008,2024-08-08,661.14,30.22,17.03,112.23,0.857,1,N
11709,MTR009,2024-08-08,15304.38,715.76,398.22,1893.92,0.899,1,N
11710,MTR010,2024-08-08,392.47,17.92,14.57,65.29,0.895,1,N
11711,MTR011,2024-08-08,9140.42,440.25,296.99,1058.66,,1,N
11712,MTR012,2024-08-08,1087.96,58.59,41.57,137.17,0.878,1,N
11713,MTR013,2024-08-08,3996.01,184.23,128.71,251.8,0.927,1,N
11714,MTR014,2024-08-08,1495.14,82.19,43.53,369.52,0.911,1,N
11715,MTR015,2024-08-08,386.88,18.45,12.07,77.03,,1,N
11716,MTR016,2024-08-08,102.29,5.47,3.1,7.11,,1,N
11717,MTR017,2024-08-08,16478.43,887.8,550.91,2817.61,0.909,1,N
11718,MTR018,2024-08-08,160.95,8.81,5.51,34.24,0.939,1,N
11719,MTR019,2024-08-08,45951.71,2164.48,1566.7,2827.93,0.936,1,N
11720,MTR020,2024-08-08,168.53,8.08,4.68,31.25,0.92,1,N
11721,MTR001,2024-08-09,8552.81,463.51,278.47,2021.44,,1,N
11722,MTR002,2024-08-09,3766.5,202.53,116.74,433.74,0.859,1,N
11723,MTR003,2024-08-09,11570.03,605.51,380.64,2232.13,0.86,1,N
11724,MTR004,2024-08-09,1117.68,52.79,32.07,112.97,0.984,1,N
11725,MTR005,2024-08-09,10705.89,494.94,373.64,2187.47,0.956,1,N
11726,MTR006,2024-08-09,2508.95,118.66,87.51,150.82,0.927,1,N
11727,MTR007,2024-08-09,8853.6,403.22,324.68,1730.23,0.887,1,N
11728,MTR008,2024-08-09,634.65,34.65,19.13,83.46,0.901,1,N
11729,MTR009,2024-08-09,14896.6,700.05,512.4,2400.71,,1,N
11730,MTR010,2024-08-09,414.56,19.96,13.19,42.1,0.859,1,N
11731,MTR011,2024-08-09,9554.33,473.23,290.14,930.6,0.898,1,N
11732,MTR012,2024-08-09,1175.95,57.77,39.71,205.13,0.915,1,N
11733,MTR013,2024-08-09,4280.98,206.26,121.4,838.54,0.968,1,N
11734,MTR014,2024-08-09,1410.94,75.67,47.43,201.18,0.886,1,N
11735,MTR015,2024-08-09,464.22,23.25,13.97,57.83,0.965,1,N
11736,MTR016,2024-08-09,105.26,5.05,3.8,12.85,0.87,1,N
11737,MTR017,2024-08-09,16915.21,826.53,599.1,1390.05,0.943,1,N
11738,MTR018,2024-08-09,181.18,9.81,5.8,41.62,0.956,1,N
11739,MTR019,2024-08-09,46593.3,2205.74,1596.8,9304.82,0.937,1,N
11740,MTR020,2024-08-09,158.53,7.67,5.08,31.21,0.905,1,N
11741,MTR001,2024-08-10,7538.31,367.36,274.49,1156.13,0.973,0,N
11742,MTR002,2024-08-10,3291.0,154.51,133.97,349.22,0.945,0,N
11743,MTR003,2024-08-10,9243.35,436.07,362.8,1987.4,,0,N
11744,MTR004,2024-08-10,702.78,37.59,20.28,153.61,0.882,0,N
11745,MTR005,2024-08-10,9151.74,448.78,278.99,1312.18,0.934,0,N
11746,MTR006,2024-08-10,1472.54,67.48,51.55,116.62,,0,N
11747,MTR007,2024-08-10,7994.58,408.84,269.23,1479.2,0.862,0,N
11748,MTR008,2024-08-10,422.26,21.51,15.02,33.55,0.948,0,N
11749,MTR009,2024-08-10,12681.78,687.23,350.75,2409.34,0.868,0,N
11750,MTR010,2024-08-10,267.33,14.72,7.77,28.45,0.936,0,N
11751,MTR011,2024-08-10,8474.99,439.59,294.31,488.54,0.893,0,N
11752,MTR012,2024-08-10,611.29,29.39,15.79,51.78,0.895,0,N
11753,MTR013,2024-08-10,3273.68,162.39,116.36,601.86,0.884,0,Y
11754,MTR014,2024-08-10,843.94,38.88,27.26,193.13,,0,N
11755,MTR015,2024-08-10,284.6,13.64,9.51,35.58,0.885,0,N
11756,MTR016,2024-08-10,124.29,6.81,4.34,13.55,0.957,0,N
11757,MTR017,2024-08-10,13096.73,641.09,495.71,1084.76,0.914,0,N
11758,MTR018,2024-08-10,172.66,8.27,6.55,25.34,0.867,0,N
11759,MTR019,2024-08-10,47083.18,2300.94,1368.46,8364.89,0.963,0,N
11760,MTR020,2024-08-10,198.43,9.49,5.99,25.03,0.929,0,N
11761,MTR001,2024-08-11,7369.18,391.63,253.5,1624.06,0.922,0,N
11762,MTR002,2024-08-11,3074.58,164.96,100.39,525.19,0.937,0,N
11763,MTR003,2024-08-11,9887.26,466.03,362.42,1209.16,0.894,0,N
11764,MTR004,2024-08-11,696.11,33.64,23.47,69.83,0.956,0,N
11765,MTR005,2024-08-11,10061.41,524.65,310.24,1635.26,0.978,0,N
11766,MTR006,2024-08-11,1399.57,67.41,49.75,252.93,0.873,0,N
11767,MTR007,2024-08-11,7323.77,380.74,270.99,857.58,0.851,0,N
11768,MTR008,2024-08-11,365.82,17.37,13.87,60.83,0.94,0,N
11769,MTR009,2024-08-11,12478.4,666.23,340.37,2480.59,,0,N
11770,MTR010,2024-08-11,228.2,11.15,7.62,32.1,0.945,0,N
11771,MTR011,2024-08-11,8335.13,443.56,274.45,1558.67,0.934,0,N
11772,MTR012,2024-08-11,734.06,37.37,21.86,122.97,0.9,0,N
11773,MTR013,2024-08-11,3434.88,157.46,109.95,649.77,0.865,0,N
11774,MTR014,2024-08-11,865.51,41.6,22.03,144.05,0.966,0,N
11775,MTR015,2024-08-11,300.46,16.48,9.2,58.57,0.961,0,N
11776,MTR016,2024-08-11,120.94,5.66,5.23,25.48,0.855,0,N
11777,MTR017,2024-08-11,14997.72,743.39,403.7,1044.11,0.942,0,N
11778,MTR018,2024-08-11,437.95,23.07,12.46,79.69,0.855,0,N
11779,MTR019,2024-08-11,48059.43,2301.13,1601.14,8487.65,0.861,0,N
11780,MTR020,2024-08-11,194.0,8.91,7.1,38.48,0.859,0,N
11781,MTR001,2024-08-12,8395.22,447.05,266.88,1571.72,0.933,1,N
11782,MTR002,2024-08-12,3613.68,168.58,105.9,774.97,0.898,1,N
11783,MTR003,2024-08-12,10742.09,589.02,366.21,2014.17,0.907,1,N
11784,MTR004,2024-08-12,1179.71,54.96,39.63,85.08,0.959,1,N
11785,MTR005,2024-08-12,26719.22,1273.7,860.86,2182.74,0.917,1,N
11786,MTR006,2024-08-12,2563.46,124.55,112.87,281.07,,1,N
11787,MTR007,2024-08-12,8770.1,448.4,327.79,1281.69,0.945,1,N
11788,MTR008,2024-08-12,540.9,25.23,18.75,66.37,0.851,1,N
11789,MTR009,2024-08-12,14769.71,771.18,539.93,2496.94,0.888,1,N
11790,MTR010,2024-08-12,376.17,20.78,12.59,48.93,0.97,1,N
11791,MTR011,2024-08-12,9420.38,438.99,282.12,1614.26,,1,N
11792,MTR012,2024-08-12,1129.32,55.01,42.75,102.45,,1,N
11793,MTR013,2024-08-12,4267.26,208.54,168.25,588.27,0.877,1,N
11794,MTR014,2024-08-12,1239.04,58.07,35.3,168.51,0.923,1,Y
11795,MTR015,2024-08-12,437.46,24.06,13.58,58.54,0.975,1,N
11796,MTR016,2024-08-12,101.78,5.26,3.71,23.52,,1,N
11797,MTR017,2024-08-12,15559.67,850.88,607.63,2018.17,0.905,1,N
11798,MTR018,2024-08-12,165.91,8.45,4.96,26.86,0.887,1,N
11799,MTR019,2024-08-12,45222.04,2496.64,1719.46,3338.06,0.911,1,N
11800,MTR020,2024-08-12,159.9,8.18,4.76,24.74,0.896,1,N
11801,MTR001,2024-08-13,8226.29,390.55,265.89,1459.01,0.904,1,N
11802,MTR002,2024-08-13,3408.34,189.2,116.67,302.44,0.862,1,N
11803,MTR003,2024-08-13,10921.81,580.29,307.36,2667.96,0.966,1,N
11804,MTR004,2024-08-13,1092.82,56.96,43.11,116.96,,1,N
11805,MTR005,2024-08-13,11246.5,516.52,327.22,1293.62,0.866,1,N
11806,MTR006,2024-08-13,2263.63,112.68,81.54,507.76,,1,N
11807,MTR007,2024-08-13,8976.05,424.63,255.37,2214.13,0.855,1,N
11808,MTR008,2024-08-13,564.77,30.67,17.02,67.18,0.878,1,N
11809,MTR009,2024-08-13,15892.53,771.81,596.53,2767.6,0.956,1,Y
11810,MTR010,2024-08-13,344.6,15.81,10.3,40.89,0.967,1,N
11811,MTR011,2024-08-13,9448.84,456.73,341.82,1209.06,0.982,1,N
11812,MTR012,2024-08-13,1159.18,63.42,37.71,127.59,,1,N
11813,MTR013,2024-08-13,4349.89,226.41,175.75,809.4,,1,N
11814,MTR014,2024-08-13,1259.34,62.45,38.49,79.02,0.987,1,N
11815,MTR015,2024-08-13,386.02,18.73,12.5,79.32,0.875,1,N
11816,MTR016,2024-08-13,302.9,16.37,10.19,22.02,0.876,1,N
11817,MTR017,2024-08-13,16223.08,798.12,606.78,2176.93,0.858,1,N
11818,MTR018,2024-08-13,165.77,9.07,5.77,10.03,0.865,1,N
11819,MTR019,2024-08-13,44715.17,2256.95,1770.25,7037.21,0.962,1,N
11820,MTR020,2024-08-13,171.78,8.78,5.27,25.3,0.973,1,N
11821,MTR001,2024-08-14,9168.43,452.07,248.22,1038.59,,1,N
11822,MTR002,2024-08-14,3414.33,186.23,138.4,645.06,0.973,1,N
11823,MTR003,2024-08-14,11762.06,636.67,390.63,1313.47,0.889,1,N
11824,MTR004,2024-08-14,1054.01,51.02,32.78,142.0,,1,N
11825,MTR005,2024-08-14,10615.21,582.49,302.0,1517.03,0.883,1,N
11826,MTR006,2024-08-14,2348.53,118.6,68.01,154.54,0.868,1,N
11827,MTR007,2024-08-14,20439.84,940.62,802.26,4978.83,0.854,1,N
11828,MTR008,2024-08-14,560.78,27.79,21.24,123.24,0.892,1,N
11829,MTR009,2024-08-14,15665.8,808.81,446.83,3411.0,0.958,1,N
11830,MTR010,2024-08-14,392.61,19.65,11.45,97.93,0.977,1,N
11831,MTR011,2024-08-14,9199.58,494.57,312.74,958.6,0.928,1,N
11832,MTR012,2024-08-14,1138.15,62.12,37.7,70.76,0.935,1,N
11833,MTR013,2024-08-14,4217.33,208.21,139.24,685.18,0.851,1,N
11834,MTR014,2024-08-14,1432.54,77.67,44.73,297.41,0.888,1,N
11835,MTR015,2024-08-14,479.36,26.35,14.22,56.5,0.973,1,N
11836,MTR016,2024-08-14,113.11,5.73,3.15,14.68,0.87,1,N
11837,MTR017,2024-08-14,15867.37,879.67,599.35,1960.36,0.961,1,N
11838,MTR018,2024-08-14,161.63,8.85,4.57,15.03,0.865,1,N
11839,MTR019,2024-08-14,45759.84,2355.77,1503.41,2785.81,0.953,1,N
11840,MTR020,2024-08-14,188.6,9.93,5.87,29.43,,1,N
11841,MTR001,2024-08-15,8524.87,412.45,252.36,1039.76,0.934,1,N
11842,MTR002,2024-08-15,3479.8,176.3,94.52,610.13,,1,N
11843,MTR003,2024-08-15,11097.12,508.1,309.44,1577.58,0.945,1,N
11844,MTR004,2024-08-15,1143.12,52.36,36.47,89.54,0.935,1,N
11845,MTR005,2024-08-15,10898.98,527.65,385.44,1397.25,0.965,1,Y
11846,MTR006,2024-08-15,2452.9,122.13,94.85,481.67,0.852,1,N
11847,MTR007,2024-08-15,8577.63,440.68,309.61,538.79,0.982,1,N
11848,MTR008,2024-08-15,559.39,28.89,16.56,62.81,0.963,1,N
11849,MTR009,2024-08-15,15624.76,752.49,549.55,1406.44,0.856,1,N
11850,MTR010,2024-08-15,419.9,21.0,11.27,90.44,0.98,1,N
11851,MTR011,2024-08-15,9814.68,517.21,277.84,779.81,0.936,1,N
11852,MTR012,2024-08-15,1187.45,59.42,34.54,98.67,,1,N
11853,MTR013,2024-08-15,4003.75,214.14,126.92,676.15,0.864,1,N
11854,MTR014,2024-08-15,1502.04,73.05,56.96,246.3,0.939,1,N
11855,MTR015,2024-08-15,465.54,25.66,14.18,107.18,0.877,1,N
11856,MTR016,2024-08-15,94.35,4.86,2.92,6.6,,1,N
11857,MTR017,2024-08-15,16910.45,869.08,739.16,3435.7,,1,N
11858,MTR018,2024-08-15,184.92,9.64,6.03,29.49,0.987,1,N
11859,MTR019,2024-08-15,44603.91,2347.81,1443.96,10686.54,0.86,1,N
11860,MTR020,2024-08-15,166.76,9.05,7.16,41.59,,1,N
11861,MTR001,2024-08-16,9210.0,426.81,259.33,1544.84,0.882,1,N
11862,MTR002,2024-08-16,3504.49,193.38,95.03,805.75,0.968,1,N
11863,MTR003,2024-08-16,11191.04,569.94,391.77,2702.52,0.913,1,N
11864,MTR004,2024-08-16,1189.21,62.07,43.74,71.59,0.903,1,N
11865,MTR005,2024-08-16,11222.24,603.08,329.15,786.29,,1,N
11866,MTR006,2024-08-16,2241.24,110.83,89.94,282.05,0.872,1,N
11867,MTR007,2024-08-16,8925.64,413.95,336.01,2123.88,0.988,1,N
11868,MTR008,2024-08-16,623.07,33.47,18.13,112.61,0.922,1,N
11869,MTR009,2024-08-16,14832.36,802.55,428.82,1389.69,0.906,1,N
11870,MTR010,2024-08-16,354.65,18.65,12.38,54.52,0.929,1,N
11871,MTR011,2024-08-16,9435.47,497.09,315.51,1876.89,0.885,1,N
11872,MTR012,2024-08-16,1182.05,54.99,40.19,170.95,0.943,1,N
11873,MTR013,2024-08-16,4293.66,202.96,147.49,467.18,,1,N
11874,MTR014,2024-08-16,1215.53,59.38,41.26,85.76,0.864,1,N
11875,MTR015,2024-08-16,423.94,22.52,16.59,103.52,,1,N
11876,MTR016,2024-08-16,106.67,4.98,3.38,25.98,0.866,1,N
11877,MTR017,2024-08-16,15773.58,789.74,489.89,3208.21,,1,N
11878,MTR018,2024-08-16,153.78,7.26,4.86,19.84,0.965,1,Y
11879,MTR019,2024-08-16,47476.61,2620.55,1345.01,10793.13,,1,N
11880,MTR020,2024-08-16,169.93,9.44,5.0,32.38,0.908,1,N
11881,MTR001,2024-08-17,7576.5,382.5,235.54,1368.97,0.876,0,N
11882,MTR002,2024-08-17,3139.19,153.27,126.46,711.83,,0,N
11883,MTR003,2024-08-17,9604.41,452.0,286.54,1767.1,0.904,0,N
11884,MTR004,2024-08-17,756.33,37.31,31.29,178.71,0.96,0,N
11885,MTR005,2024-08-17,8911.85,457.07,280.93,768.74,0.905,0,N
11886,MTR006,2024-08-17,1538.08,72.0,47.06,144.32,0.938,0,N
11887,MTR007,2024-08-17,8361.89,452.33,313.42,1769.36,0.918,0,N
11888,MTR008,2024-08-17,415.6,22.25,14.26,87.8,0.927,0,N
11889,MTR009,2024-08-17,13293.79,620.26,509.69,1706.97,0.987,0,N
11890,MTR010,2024-08-17,265.52,14.43,10.67,47.17,0.909,0,N
11891,MTR011,2024-08-17,8215.35,431.3,247.08,830.16,,0,N
11892,MTR012,2024-08-17,618.31,32.6,18.71,62.18,0.905,0,N
11893,MTR013,2024-08-17,3712.17,190.76,124.24,234.95,0.905,0,N
11894,MTR014,2024-08-17,860.58,39.8,27.62,98.69,0.985,0,N
11895,MTR015,2024-08-17,295.3,13.45,9.15,60.22,,0,N
11896,MTR016,2024-08-17,123.02,6.06,3.93,26.05,,0,N
11897,MTR017,2024-08-17,13505.77,670.28,576.97,3032.02,0.966,0,N
11898,MTR018,2024-08-17,203.25,10.67,5.87,18.4,0.88,0,N
11899,MTR019,2024-08-17,49404.47,2727.98,1395.8,12238.47,0.938,0,N
11900,MTR020,2024-08-17,186.94,9.93,8.14,46.43,0.985,0,N
11901,MTR001,2024-08-18,7276.13,360.2,250.77,1644.16,0.884,0,N
11902,MTR002,2024-08-18,2847.08,135.95,95.17,322.68,0.978,0,N
11903,MTR003,2024-08-18,9704.28,445.06,368.21,569.1,0.903,0,N
11904,MTR004,2024-08-18,750.78,34.59,28.08,103.46,0.96,0,N
11905,MTR005,2024-08-18,9257.37,438.45,263.4,1946.48,0.983,0,N
11906,MTR006,2024-08-18,1520.51,70.13,43.28,269.52,0.894,0,N
11907,MTR007,2024-08-18,7581.86,413.95,254.59,1542.14,0.978,0,N
11908,MTR008,2024-08-18,343.22,18.49,12.68,29.29,0.928,0,N
11909,MTR009,2024-08-18,13633.27,743.37,507.23,1555.85,0.851,0,N
11910,MTR010,2024-08-18,242.52,11.73,8.89,45.41,0.962,0,N
11911,MTR011,2024-08-18,7909.84,385.75,237.5,1522.4,0.893,0,N
11912,MTR012,2024-08-18,673.93,31.14,27.08,63.75,0.938,0,N
11913,MTR013,2024-08-18,3457.69,165.19,112.21,347.41,0.97,0,N
11914,MTR014,2024-08-18,780.22,39.01,24.45,95.98,0.91,0,N
11915,MTR015,2024-08-18,285.02,13.18,10.87,43.2,0.861,0,N
11916,MTR016,2024-08-18,112.01,5.72,3.15,25.6,0.866,0,N
11917,MTR017,2024-08-18,12875.11,665.78,428.97,1737.36,0.871,0,N
11918,MTR018,2024-08-18,171.31,9.28,7.17,22.73,0.852,0,N
11919,MTR019,2024-08-18,48544.11,2367.39,1307.54,4797.21,0.918,0,N
11920,MTR020,2024-08-18,177.27,8.44,7.01,29.32,0.875,0,N
11921,MTR001,2024-08-19,19850.31,1003.33,564.57,4082.4,0.951,1,N
11922,MTR002,2024-08-19,3627.55,173.34,129.48,728.81,0.901,1,N
11923,MTR003,2024-08-19,10998.21,551.48,412.5,1742.41,0.935,1,N
11924,MTR004,2024-08-19,1135.7,60.36,37.13,253.49,0.963,1,N
11925,MTR005,2024-08-19,11004.53,502.1,326.54,1488.78,,1,N
11926,MTR006,2024-08-19,2280.91,104.25,96.69,436.72,0.868,1,N
11927,MTR007,2024-08-19,8696.9,439.79,279.86,1644.79,0.954,1,N
11928,MTR008,2024-08-19,571.77,31.12,17.96,60.26,0.857,1,N
11929,MTR009,2024-08-19,15604.63,842.48,509.76,1056.47,0.9,1,N
11930,MTR010,2024-08-19,427.23,21.13,10.8,63.82,0.855,1,N
11931,MTR011,2024-08-19,9660.98,454.82,275.95,1484.58,0.852,1,N
11932,MTR012,2024-08-19,1013.5,56.2,34.58,161.73,,1,N
11933,MTR013,2024-08-19,4044.48,192.91,114.31,961.21,0.96,1,Y
11934,MTR014,2024-08-19,1463.85,67.86,59.88,102.26,0.947,1,N
11935,MTR015,2024-08-19,485.91,24.41,15.77,94.93,0.98,1,N
11936,MTR016,2024-08-19,97.17,4.88,3.31,19.63,0.873,1,N
11937,MTR017,2024-08-19,15683.51,831.86,563.61,3305.18,0.954,1,N
11938,MTR018,2024-08-19,156.04,7.48,4.88,20.27,0.95,1,Y
11939,MTR019,2024-08-19,43472.1,2091.49,1619.23,7383.75,0.97,1,N
11940,MTR020,2024-08-19,180.11,9.93,5.79,16.94,0.901,1,N
11941,MTR001,2024-08-20,8378.17,395.26,266.26,1128.72,0.906,1,N
11942,MTR002,2024-08-20,3471.5,161.49,134.22,246.77,0.988,1,N
11943,MTR003,2024-08-20,10918.91,585.88,317.39,2199.25,0.982,1,N
11944,MTR004,2024-08-20,1025.85,54.18,32.26,243.75,0.925,1,N
11945,MTR005,2024-08-20,11042.63,536.27,347.19,2533.45,0.917,1,N
11946,MTR006,2024-08-20,2471.37,128.75,80.86,353.44,0.902,1,N
11947,MTR007,2024-08-20,9179.86,464.21,279.92,1479.8,,1,N
11948,MTR008,2024-08-20,549.11,29.67,14.31,40.69,0.889,1,N
11949,MTR009,2024-08-20,36135.98,1644.04,1350.57,3438.96,0.949,1,N
11950,MTR010,2024-08-20,437.92,21.13,13.01,51.78,0.961,1,N
11951,MTR011,2024-08-20,9896.93,508.54,347.26,1410.42,0.864,1,N
11952,MTR012,2024-08-20,1100.66,60.68,37.05,210.37,0.928,1,N
11953,MTR013,2024-08-20,4101.33,190.52,122.69,515.51,0.9,1,N
11954,MTR014,2024-08-20,1282.44,62.51,36.01,257.97,0.873,1,N
11955,MTR015,2024-08-20,387.12,20.38,12.46,22.27,0.892,1,N
11956,MTR016,2024-08-20,109.18,6.0,3.73,16.67,0.982,1,N
11957,MTR017,2024-08-20,15927.53,877.36,484.57,2858.42,0.876,1,N
11958,MTR018,2024-08-20,178.22,8.24,5.18,28.21,0.899,1,N
11959,MTR019,2024-08-20,44405.04,2160.63,1416.42,4019.59,0.889,1,N
11960,MTR020,2024-08-20,177.2,9.67,6.76,19.96,0.887,1,N
11961,MTR001,2024-08-21,8502.12,399.15,246.8,861.31,0.984,1,N
11962,MTR002,2024-08-21,3705.54,181.2,108.32,297.36,0.89,1,N
11963,MTR003,2024-08-21,11105.65,527.57,457.38,1572.5,0.924,1,N
11964,MTR004,2024-08-21,1159.64,62.36,34.56,71.11,0.931,1,N
11965,MTR005,2024-08-21,10707.18,530.44,396.09,2302.1,0.935,1,N
11966,MTR006,2024-08-21,2352.04,108.94,77.49,199.63,0.9,1,N
11967,MTR007,2024-08-21,8637.5,472.11,265.62,748.41,0.886,1,N
11968,MTR008,2024-08-21,578.11,28.24,22.37,29.4,0.875,1,N
11969,MTR009,2024-08-21,15442.2,712.69,433.58,3549.56,,1,N
11970,MTR010,2024-08-21,884.05,48.66,29.06,135.31,0.939,1,N
11971,MTR011,2024-08-21,9580.44,483.48,379.47,633.8,0.855,1,N
11972,MTR012,2024-08-21,1038.78,52.8,32.17,201.62,0.854,1,N
11973,MTR013,2024-08-21,4103.07,193.67,134.72,503.34,0.871,1,N
11974,MTR014,2024-08-21,1463.56,75.12,52.04,145.63,,1,N
11975,MTR015,2024-08-21,463.3,21.89,15.82,87.67,,1,N
11976,MTR016,2024-08-21,109.41,6.0,3.83,6.49,0.901,1,N
11977,MTR017,2024-08-21,16847.08,801.52,488.37,1965.17,0.892,1,N
11978,MTR018,2024-08-21,164.81,7.8,5.51,8.41,0.926,1,N
11979,MTR019,2024-08-21,47347.85,2203.78,1570.27,7155.88,0.903,1,N
11980,MTR020,2024-08-21,163.11,7.82,5.19,23.4,0.958,1,Y
11981,MTR001,2024-08-22,8577.96,450.24,227.21,667.86,0.867,1,N
11982,MTR002,2024-08-22,3345.93,158.44,124.12,472.37,,1,N
11983,MTR003,2024-08-22,11750.37,541.68,411.58,1982.54,0.896,1,N
11984,MTR004,2024-08-22,1105.47,52.49,34.49,172.93,0.904,1,N
11985,MTR005,2024-08-22,10743.31,561.0,354.85,1533.77,0.966,1,N
11986,MTR006,2024-08-22,2510.87,116.52,96.85,618.7,0.947,1,N
11987,MTR007,2024-08-22,9037.72,493.92,291.86,719.36,0.886,1,N
11988,MTR008,2024-08-22,691.11,33.76,20.67,124.16,0.936,1,N
11989,MTR009,2024-08-22,43617.38,2096.36,1764.29,5791.88,0.947,1,N
11990,MTR010,2024-08-22,13.11,0.72,0.35,3.01,0.974,1,N
11991,MTR011,2024-08-22,9419.34,474.45,307.87,1010.0,0.976,1,N
11992,MTR012,2024-08-22,1034.63,47.26,29.3,206.46,0.964,1,N
11993,MTR013,2024-08-22,3934.26,181.0,139.56,909.4,,1,N
11994,MTR014,2024-08-22,1367.59,70.61,57.77,102.63,0.87,1,N
11995,MTR015,2024-08-22,436.6,23.47,15.64,103.39,0.946,1,N
11996,MTR016,2024-08-22,94.35,4.84,3.2,5.21,,1,N
11997,MTR017,2024-08-22,16565.5,753.57,559.19,3572.75,0.9,1,N
11998,MTR018,2024-08-22,185.43,9.87,6.04,27.85,0.856,1,N
11999,MTR019,2024-08-22,48759.66,2226.8,1458.42,11696.62,0.913,1,N
12000,MTR020,2024-08-22,173.28,9.43,6.82,42.96,0.951,1,N
12001,MTR001,2024-08-23,8362.29,458.24,296.35,841.72,,1,N
12002,MTR002,2024-08-23,3711.15,197.39,106.8,374.91,,1,N
12003,MTR003,2024-08-23,11904.47,576.22,333.98,2800.84,0.977,1,N
12004,MTR004,2024-08-23,1046.41,50.64,31.91,177.43,,1,N
12005,MTR005,2024-08-23,10823.79,537.43,358.78,1164.23,0.903,1,N
12006,MTR006,2024-08-23,2073.94,98.98,77.4,344.59,0.876,1,N
12007,MTR007,2024-08-23,9063.16,491.57,305.11,690.66,0.855,1,N
12008,MTR008,2024-08-23,578.54,27.92,18.16,144.62,0.873,1,N
12009,MTR009,2024-08-23,15789.2,737.14,527.21,1985.55,,1,N
12010,MTR010,2024-08-23,437.42,20.7,15.51,65.08,0.97,1,N
12011,MTR011,2024-08-23,9035.37,456.39,305.85,1061.02,0.878,1,N
12012,MTR012,2024-08-23,1012.15,47.34,31.72,168.12,0.92,1,N
12013,MTR013,2024-08-23,4140.32,202.74,129.0,590.64,0.931,1,N
12014,MTR014,2024-08-23,1200.19,58.7,31.84,90.29,0.947,1,N
12015,MTR015,2024-08-23,450.41,22.52,11.91,54.93,0.946,1,Y
12016,MTR016,2024-08-23,98.76,4.67,3.41,8.29,0.982,1,N
12017,MTR017,2024-08-23,16520.76,767.22,578.09,3127.6,0.889,1,N
12018,MTR018,2024-08-23,171.91,7.85,5.74,9.41,0.895,1,N
12019,MTR019,2024-08-23,48962.96,2613.05,1847.63,3818.6,0.914,1,N
12020,MTR020,2024-08-23,177.62,8.51,6.1,20.49,0.867,1,N
12021,MTR001,2024-08-24,7155.05,341.97,229.14,724.63,0.976,0,N
12022,MTR002,2024-08-24,2939.2,146.57,98.83,496.13,0.931,0,N
12023,MTR003,2024-08-24,9810.93,492.5,297.57,1266.25,0.97,0,N
12024,MTR004,2024-08-24,690.68,34.62,22.22,112.34,,0,N
12025,MTR005,2024-08-24,9696.33,507.12,384.54,1827.9,0.873,0,N
12026,MTR006,2024-08-24,1587.42,77.58,61.83,167.91,0.897,0,N
